,XLI US Equity,XLK US Equity,XLV US Equity,FXU US Equity,XTN US Equity,FXN US Equity,PSCC US Equity,ENFR US Equity,BIZD US Equity,DBB US Equity,SHY US Equity
12/5/2020 1:00,62.74,95.65,101.125,25.93,48.0901,6.39,68.42,13.5,10.9537,12.81,86.62
12/5/2020 1:30,62.6,95.68,100.898,25.92,48,6.35,68.42,13.5,10.96,12.7947,86.6199
12/5/2020 2:00,62.4499,95.56,100.83,25.8,47.8606,6.33,68.42,13.46,10.86,12.785,86.615
12/5/2020 2:30,62.555,95.794,101.135,25.8602,47.9,6.35,68.42,13.4601,10.8801,12.79,86.61
12/5/2020 3:00,62.58,95.71,101.12,25.92,47.8669,6.34,68.9927,13.485,10.88,12.85,86.61
12/5/2020 3:30,62.32,95.41,101.12,25.83,47.73,6.29,68.7347,13.51,10.85,12.84,86.63
12/5/2020 4:00,62.32,95.41,101.12,25.83,47.73,6.29,68.6423,13.51,10.85,12.84,86.63
12/5/2020 21:30,62.32,95.26,101.28,25.8,47.32,6.35,68.6423,13.65,10.94,12.766,86.63
12/5/2020 22:00,62.13,95.3,101.23,25.76,47.2764,6.3453,68.6423,13.65,10.88,12.665,86.63
12/5/2020 22:30,62.14,95.63,101.57,25.7301,47.5,6.29,68.6423,13.6642,10.92,12.69,86.637
12/5/2020 23:00,62.14,95.61,101.64,25.76,47.41,6.3385,68.6423,13.65,10.93,12.68,86.63
12/5/2020 23:30,62.14,95.58,101.52,25.69,47.38,6.31,68.6423,13.71,10.935,12.69,86.6301
13/5/2020 0:00,62,95.75,101.54,25.55,47.4,6.43,68.6423,13.76,10.96,12.69,86.635
13/5/2020 0:30,61.96,95.82,101.47,25.64,47.4,6.435,68.6423,13.79,10.99,12.6748,86.625
13/5/2020 1:00,61.538,95.18,101.01,25.57,47.08,6.31,68.6423,13.75,11.015,12.66,86.64
13/5/2020 1:30,61.61,95.44,101.22,25.59,47.14,6.34,68.6423,13.6269,10.9707,12.64,86.638
13/5/2020 2:00,61.345,95.195,101.15,25.5401,47,6.31,68.6423,13.5743,10.96,12.6231,86.6369
13/5/2020 2:30,61.47,95.18,101.15,25.65,46.99,6.33,69.87,13.562,10.89,12.66,86.635
13/5/2020 3:00,61.16,94.59,100.49,25.63,46.79,6.37,69.87,13.562,10.8924,12.6786,86.6295
13/5/2020 3:30,60.57,93.44,99.58,25.44,46.22,6.24,69.3334,13.32,10.81,12.57,86.65
13/5/2020 4:00,60.57,93.44,99.58,25.44,46.22,6.24,68.6507,13.32,10.81,12.57,86.65
13/5/2020 21:30,59.73,93.21,99.49,25.03,45.45,5.982,69.39,13.0744,10.65,12.65,86.6552
13/5/2020 22:00,59.92,93.955,99.86,25.0526,45.4849,5.9402,69.39,13.07,10.6435,12.67,86.6601
13/5/2020 22:30,59.5,93.26,99.79,24.97,45.4687,5.88,69.31,13,10.5791,12.63,86.67
13/5/2020 23:00,59.175,92.94,99.51,24.91,44.8066,5.84,69.31,12.81,10.4339,12.59,86.68
13/5/2020 23:30,58.88,91.99,98.8,24.8,44.51,5.79,69.31,12.7799,10.2722,12.59,86.67
14/5/2020 0:00,58.91,91.54,98.39,24.77,44.4,5.7999,68.3866,12.69,10.28,12.58,86.665
14/5/2020 0:30,59.1,91.735,98.53,24.845,44.71,5.795,68.3866,12.69,10.335,12.57,86.668
14/5/2020 1:00,59.12,91.336,98.43,24.89,44.67,5.86,68.4967,12.73,10.3987,12.59,86.6699
14/5/2020 1:30,58.83,91.09,98.45,24.84,44.83,5.8,68.4967,12.73,10.3677,12.58,86.665
14/5/2020 2:00,58.805,91.31,98.275,24.82,44.71,5.805,68.4967,12.7,10.41,12.58,86.67
14/5/2020 2:30,58.645,90.89,97.98,24.73,44.57,5.79,68.6472,12.6821,10.373,12.58,86.6699
14/5/2020 3:00,58.64,91.01,97.97,24.81,44.655,5.77,68.33,12.6161,10.32,12.57,86.6699
14/5/2020 3:30,59.01,91.87,98.5,24.96,44.95,5.84,68.33,12.75,10.42,12.6,86.65
14/5/2020 4:00,59.05,91.83,98.5,24.96,44.95,5.84,68.9956,12.7799,10.42,12.6,86.65
14/5/2020 21:30,57.17,90.4,97.865,24.41,43.1,5.51,67.21,12.35,9.93,12.48,86.665
14/5/2020 22:00,57.51,90.29,97.63,24.46,43.5891,5.7,66.41,12.6,10.22,12.48,86.6688
14/5/2020 22:30,58.66,90.99,97.81,24.76,43.6965,5.87,66.41,12.85,10.35,12.52,86.6792
14/5/2020 23:00,58.27,91.27,98.19,24.79,44.45,5.83,66.41,13.0099,10.44,12.56,86.675
14/5/2020 23:30,58.22,90.95,98.24,24.91,44,5.8,66.4165,12.78,10.435,12.5301,86.685
15/5/2020 0:00,58.45,91.1,98.81,25.01,44.3099,5.8,66.4165,12.785,10.465,12.5301,86.675
15/5/2020 0:30,58.83,91.66,99.12,25.15,44.3032,5.8198,67.195,12.785,10.48,12.55,86.675
15/5/2020 1:00,59.09,91.85,99.35,25.2601,44.5731,5.945,67.195,12.915,10.6,12.55,86.68
15/5/2020 1:30,58.71,91.59,99.11,25.1388,44.41,5.8688,67.195,12.898,10.6,12.57,86.675
15/5/2020 2:00,58.835,91.81,99.2,25.17,44.3801,5.86,66.785,12.85,10.575,12.5507,86.675
15/5/2020 2:30,58.8,91.86,98.89,25.04,44.3012,5.8566,66.785,12.86,10.55,12.565,86.675
15/5/2020 3:00,59.25,92.51,99.52,25.21,44.7,5.81,66.5836,12.82,10.56,12.575,86.6665
15/5/2020 3:30,59.67,93,99.49,25.31,45.09,5.84,67.0928,12.91,10.58,12.64,86.63
15/5/2020 4:00,59.67,93,99.58,25.31,45.09,5.84,67.0928,12.91,10.58,12.64,86.63
15/5/2020 21:30,59.33,92.17,100.29,25.0414,44.96,5.8686,67.1,13.035,10.621,12.48,86.685
15/5/2020 22:00,59.45,92.15,99.85,25.09,45.2,5.99,68.07,12.9541,10.7,12.492,86.67
15/5/2020 22:30,59.34,91.63,99.37,24.95,45.11,5.9473,68,13.15,10.64,12.465,86.68
15/5/2020 23:00,59.24,91.67,99.42,24.9,44.87,5.97,68,13.15,10.652,12.44,86.675
15/5/2020 23:30,59.26,91.81,99.67,24.77,44.7832,5.93,67.957,13.09,10.68,12.45,86.685
16/5/2020 0:00,59.53,92.41,99.78,24.77,45.05,5.96,67.957,13.13,10.73,12.44,86.675
16/5/2020 0:30,59.44,92.46,99.66,24.72,45.12,5.9301,67.957,13.13,10.72,12.44,86.685
16/5/2020 1:00,59.59,92.71,99.96,24.78,45.16,5.9301,67.957,13.1026,10.75,12.43,86.6734
16/5/2020 1:30,59.665,92.69,99.828,24.8265,45.12,5.97,68.47,13.09,10.7831,12.44,86.67
16/5/2020 2:00,59.72,93.06,100.26,24.8,45.2261,6.01,68.6311,13.19,10.79,12.49,86.675
16/5/2020 2:30,59.34,92.7,99.87,24.71,44.8795,5.98,68.6311,13.17,10.77,12.49,86.68
16/5/2020 3:00,59.38,93.06,100.05,24.8,45.03,5.97,68.2822,13.19,10.78,12.53,86.675
16/5/2020 3:30,59.46,93.47,100.36,25,44.81,5.9,67.895,13.22,10.75,12.54,86.68
16/5/2020 4:00,59.46,93.47,100.42,25,44.81,5.9,67.9147,13.22,10.75,12.54,86.68
18/5/2020 21:30,62.23,95.24,102.01,26.13,46.97,6.35,69.32,13.89,11.0777,12.805,86.64
18/5/2020 22:00,62.375,95.34,101.95,26.08,46.8,6.395,69.29,13.9,10.97,12.85,86.64
18/5/2020 22:30,62.74,95.84,102.03,26.14,47.19,6.43,69.29,13.855,11.02,12.87,86.63
18/5/2020 23:00,63.26,95.86,102.02,26.3,47.6581,6.57,69.29,14,11.145,12.87,86.64
18/5/2020 23:30,63.09,95.83,102.045,26.3475,47.67,6.47,69.3787,14,11.095,12.81,86.63
19/5/2020 0:00,62.97,95.905,101.91,26.315,47.72,6.46,69.3787,14.02,11.0968,12.84,86.6314
19/5/2020 0:30,63.05,95.87,101.62,26.26,47.8401,6.4667,69.3787,13.84,11.1821,12.81,86.63
19/5/2020 1:00,63.21,96.29,101.9,26.26,47.96,6.495,69.3787,13.895,11.22,12.825,86.635
19/5/2020 1:30,63.242,96.04,101.78,26.35,47.8728,6.52,69.3787,13.91,11.2,12.85,86.6307
19/5/2020 2:00,63.255,96.03,101.95,26.4388,47.8,6.465,69.3787,13.89,11.16,12.88,86.63
19/5/2020 2:30,63.46,95.87,101.67,26.46,48.02,6.52,69.3787,13.89,11.14,12.87,86.6207
19/5/2020 3:00,63.5,95.89,101.67,26.41,48.0247,6.555,69.46,13.93,11.1883,12.865,86.62
19/5/2020 3:30,63.38,95.76,101.25,26.35,48.21,6.56,69.46,13.91,11.08,12.92,86.61
19/5/2020 4:00,63.38,95.76,101.25,26.35,48.21,6.56,69.7378,13.91,11.08,12.92,86.61
19/5/2020 21:30,63.15,96.33,101.23,26.12,48.02,6.49,69.96,13.74,11.11,12.79,86.63
19/5/2020 22:00,63.34,96.58,100.98,26.23,48.13,6.5101,69.96,13.74,11.165,12.85,86.6358
19/5/2020 22:30,63.45,96.75,100.81,26.3,48.2983,6.5,69.96,13.97,11.17,12.81,86.6365
19/5/2020 23:00,63.7,96.824,100.5,26.325,48.72,6.49,69.96,13.97,11.251,12.85,86.625
19/5/2020 23:30,63.75,96.74,100.56,26.23,48.7381,6.46,69.96,13.95,11.34,12.86,86.6299
20/5/2020 0:00,63.69,96.61,100.41,26.25,48.59,6.45,69.8543,13.95,11.2951,12.86,86.6333
20/5/2020 0:30,63.65,96.705,100.32,26.2,48.5,6.45,69.8543,13.94,11.275,12.83,86.63
20/5/2020 1:00,63.595,96.77,100.45,26.18,48.53,6.5,69.8543,13.95,11.28,12.83,86.6308
20/5/2020 1:30,63.66,96.805,100.38,26.19,48.5,6.525,69.8543,14.05,11.287,12.83,86.63
20/5/2020 2:00,63.69,96.67,100.86,26.22,48.4599,6.55,69.8543,14.08,11.35,12.83,86.63
20/5/2020 2:30,63.23,96.07,100.38,26.05,48.3,6.435,69.8543,14.07,11.2236,12.85,86.635
20/5/2020 3:00,63.315,96.365,100.75,26.16,48.22,6.45,69.8543,14.0599,11.28,12.81,86.635
20/5/2020 3:30,62.57,95.41,100.03,25.925,47.59,6.35,69.8543,14.02,11.27,12.78,86.66
20/5/2020 4:00,62.57,95.41,100.03,25.925,47.59,6.35,68.5374,14.02,11.27,12.78,86.66
20/5/2020 21:30,64.01,97.35,100.58,26.21,48.96,6.63,69.02,14.21,11.459,12.82,86.635
20/5/2020 22:00,64.32,97.32,101.06,26.3899,49.2175,6.675,69.12,14.38,11.4,12.8301,86.64
20/5/2020 22:30,64.15,97.28,100.885,26.36,49.305,6.67,69.12,14.36,11.44,12.95,86.6301
20/5/2020 23:00,64.22,97.63,101.035,26.36,49.27,6.655,69.4878,14.39,11.4,13,86.6385
20/5/2020 23:30,64.08,97.58,100.87,26.29,49.21,6.6256,69.4878,14.3312,11.43,12.9631,86.6384
21/5/2020 0:00,63.94,97.28,100.44,26.29,48.8852,6.625,69.4878,14.27,11.4,13.01,86.6366
21/5/2020 0:30,63.98,97.26,100.425,26.25,48.9399,6.63,69.4878,14.24,11.37,13.0028,86.64
21/5/2020 1:00,63.7,97.063,100.31,26.23,48.8308,6.61,69.4878,14.21,11.3465,13.0028,86.65
21/5/2020 1:30,63.78,97.19,100.28,26.29,48.735,6.57,68.97,14.21,11.3709,12.97,86.65
21/5/2020 2:00,63.72,96.99,100.105,26.26,48.7125,6.6,68.97,14.23,11.387,12.97,86.66
21/5/2020 2:30,63.94,97.42,100.37,26.32,48.97,6.63,68.97,14.29,11.45,12.97,86.655
21/5/2020 3:00,63.84,97.48,100.3,26.26,48.7884,6.6006,68.97,14.25,11.43,12.985,86.645
21/5/2020 3:30,63.71,97.46,100.15,26.18,48.78,6.63,68.97,14.29,11.42,13.01,86.66
21/5/2020 4:00,63.74,97.5,100.15,26.18,48.7809,6.63,68.97,14.29,11.42,13.01,86.66
21/5/2020 21:30,64.16,97.35,99.64,26.22,48.945,6.64,68.97,14.176,11.6005,12.91,86.6445
21/5/2020 22:00,64.18,97.06,99.68,26.27,49.245,6.68,68.97,14.21,11.65,12.89,86.65
21/5/2020 22:30,64.04,96.76,99.5,26.19,48.8963,6.61,68.99,14.0332,11.64,12.8,86.65
21/5/2020 23:00,63.53,96.36,99.14,25.97,48.475,6.485,68.99,13.88,11.4857,12.79,86.65
21/5/2020 23:30,63.75,96.57,99.095,26.05,48.78,6.555,68.99,14.06,11.59,12.79,86.65
22/5/2020 0:00,63.97,96.78,99.08,26.04,49.04,6.6072,69.44,14.06,11.627,12.79,86.645
22/5/2020 0:30,63.87,96.6,99.13,25.9967,49.0224,6.59,69.44,14.02,11.605,12.825,86.645
22/5/2020 1:00,63.99,96.71,99.28,25.97,49.105,6.59,69.44,14.06,11.57,12.82,86.65
22/5/2020 1:30,64,96.67,99.41,25.9767,49.09,6.58,69.44,14.0933,11.59,12.8,86.6459
22/5/2020 2:00,64.11,96.71,99.49,26.0067,49.0958,6.6054,69.44,14.0933,11.6255,12.85,86.65
22/5/2020 2:30,63.85,96.4,99.2,25.96,48.97,6.58,69.44,14.045,11.58,12.815,86.65
22/5/2020 3:00,63.92,96.435,99.45,25.99,48.97,6.5852,69.44,14.07,11.63,12.8159,86.65
22/5/2020 3:30,63.89,96.14,99.41,25.92,48.89,6.57,69.44,14.1,11.65,12.83,86.64
22/5/2020 4:00,63.89,96.14,99.41,25.92,48.89,6.57,69.3389,14.1273,11.65,12.83,86.64
22/5/2020 21:30,63.48,96.4,99.19,25.89,48.696,6.46,69.3389,13.7748,11.68,12.63,86.66
22/5/2020 22:00,63.53,96.21,99.62,25.94,48.57,6.475,69.3389,13.7001,11.6606,12.63,86.665
22/5/2020 22:30,63.31,95.89,99.32,25.86,48.6437,6.425,69.3389,13.7001,11.615,12.7,86.665
22/5/2020 23:00,63.43,95.88,99.31,25.88,48.66,6.47,69.3389,13.7001,11.655,12.72,86.6688
22/5/2020 23:30,63.54,96.03,99.28,25.865,48.66,6.5,69.3389,13.7001,11.6403,12.73,86.67
23/5/2020 0:00,63.51,96.12,99.29,25.88,48.71,6.4799,69.3389,13.7001,11.66,12.69,86.6663
23/5/2020 0:30,63.61,96.22,99.31,25.92,48.8736,6.46,69.3389,13.9288,11.655,12.69,86.6699
23/5/2020 1:00,63.54,96.39,99.35,25.92,48.8598,6.49,69.3389,13.9288,11.655,12.6907,86.6548
23/5/2020 1:30,63.63,96.35,99.3,25.935,48.825,6.49,69.3389,13.9283,11.71,12.6933,86.64
23/5/2020 2:00,63.76,96.43,99.38,26.02,48.825,6.52,69.3389,14.0192,11.71,12.7,86.64
23/5/2020 2:30,63.755,96.39,99.48,26.0052,49.13,6.525,69.3389,14.0192,11.7341,12.69,86.645
23/5/2020 3:00,63.6299,96.22,99.32,26,49.1,6.5,69.3146,14.0192,11.76,12.7347,86.65
23/5/2020 3:30,63.84,96.49,99.62,26.1,49.18,6.56,69.3146,14.1027,11.74,12.75,86.64
23/5/2020 4:00,63.84,96.49,99.62,26.1,49.18,6.56,69.3933,14.0872,11.74,12.75,86.64
26/5/2020 21:30,66.19,97.54,100.18,26.8,51.22,6.755,71.25,14.515,12.227,12.82,86.6235
26/5/2020 22:00,66.3,97.83,100.285,26.79,51.2837,6.755,71.25,14.4181,12.225,12.765,86.635
26/5/2020 22:30,66.465,97.6,100.33,26.9,51.35,6.795,71.745,14.4181,12.2666,12.8463,86.62
26/5/2020 23:00,66.46,97.32,100.22,26.84,51.2601,6.75,71.7207,14.55,12.28,12.79,86.63
26/5/2020 23:30,66.39,97.08,100.19,26.81,51.19,6.7309,71.7207,14.55,12.255,12.79,86.635
27/5/2020 0:00,66.44,97.12,100.19,26.74,51.1601,6.7333,71.7207,14.55,12.215,12.7528,86.635
27/5/2020 0:30,66.68,97.285,100.34,26.78,51.345,6.77,71.7207,14.4513,12.2173,12.81,86.64
27/5/2020 1:00,66.77,97.4,100.31,26.82,51.52,6.82,71.7207,14.53,12.275,12.765,86.6304
27/5/2020 1:30,66.82,97.2,100.26,26.8368,51.55,6.82,71.7207,14.4506,12.26,12.785,86.63
27/5/2020 2:00,66.875,97.11,100.39,26.8003,51.62,6.84,71.7207,14.47,12.265,12.785,86.6244
27/5/2020 2:30,66.86,97.07,100.2,26.79,51.4,6.84,71.7207,14.47,12.26,12.8,86.63
27/5/2020 3:00,66.955,96.865,100.01,26.73,51.6029,6.86,71.7207,14.525,12.245,12.8,86.6392
27/5/2020 3:30,66.52,96.39,99.44,26.56,51.24,6.79,71.7207,14.5,12.23,12.75,86.64
27/5/2020 4:00,66.52,96.39,99.44,26.56,51.2429,6.79,71.5433,14.5,12.23,12.75,86.64
27/5/2020 21:30,68.15,95.42,98.9,26.93,52.508,6.76,71.5433,14.55,12.3476,12.57,86.65
27/5/2020 22:00,68.1,95.55,98.795,26.82,52.539,6.81,71.5433,14.4044,12.3233,12.57,86.66
27/5/2020 22:30,67.705,94.79,98.3,26.61,51.76,6.64,71.5433,14.4044,12.1101,12.55,86.658
27/5/2020 23:00,67.95,95.08,98.51,26.59,51.8735,6.6658,72.3,14.2798,12.18,12.54,86.65
27/5/2020 23:30,68.015,95.24,98.89,26.69,52.25,6.7555,72.6601,14.2798,12.28,12.58,86.6428
28/5/2020 0:00,68.04,95.38,99.07,26.56,52.26,6.7753,72.9599,14.2798,12.27,12.63,86.6401
28/5/2020 0:30,68.08,95.65,99.23,26.58,52.4301,6.785,72.9599,14.35,12.2883,12.62,86.64
28/5/2020 1:00,68.03,95.77,99.29,26.56,52.44,6.78,73.3619,14.3501,12.3003,12.63,86.64
28/5/2020 1:30,68.13,95.82,99.29,26.56,52.44,6.8001,73.3619,14.3501,12.32,12.64,86.6311
28/5/2020 2:00,68.235,96.22,99.47,26.62,52.68,6.8501,73.3619,14.4201,12.35,12.65,86.63
28/5/2020 2:30,68.17,96.47,99.675,26.61,52.61,6.82,73.3619,14.49,12.315,12.63,86.625
28/5/2020 3:00,68.34,96.47,99.84,26.68,52.73,6.81,73.98,14.492,12.325,12.62,86.6231
28/5/2020 3:30,68.74,96.94,100.47,26.77,53.02,6.84,73.98,14.52,12.4,12.67,86.62
28/5/2020 4:00,68.74,96.94,100.47,26.77,53.02,6.84,74.3313,14.52,12.4,12.67,86.62
28/5/2020 21:30,68.8,96.975,101.85,27.14,52.709,6.78,74.3313,14.47,12.39,12.68,86.63
28/5/2020 22:00,68.65,97.41,102.165,27.14,52.515,6.735,74.3313,14.53,12.355,12.62,86.63
28/5/2020 22:30,68.84,97.61,102.64,27.26,52.625,6.7486,74.3313,14.58,12.37,12.67,86.63
28/5/2020 23:00,68.97,97.545,102.55,27.28,52.77,6.725,74.3313,14.58,12.41,12.67,86.6392
28/5/2020 23:30,68.96,97.8,102.39,27.35,52.7525,6.72,74.3313,14.54,12.47,12.67,86.63
29/5/2020 0:00,68.85,97.87,102.33,27.3099,52.9487,6.72,74.3313,14.54,12.4517,12.7,86.63
29/5/2020 0:30,69.055,98.22,102.58,27.36,52.99,6.8052,74.3313,14.58,12.4066,12.7,86.625
29/5/2020 1:00,69.06,98.452,102.65,27.4099,52.92,6.78,74.3313,14.605,12.349,12.72,86.625
29/5/2020 1:30,69.09,98.26,102.7,27.38,52.91,6.795,74.3313,14.605,12.34,12.72,86.63
29/5/2020 2:00,68.98,98.07,102.6,27.43,52.73,6.7742,74.05,14.605,12.3184,12.745,86.625
29/5/2020 2:30,68.88,98.07,102.62,27.45,52.635,6.74,74.05,14.56,12.3,12.74,86.6255
29/5/2020 3:00,68.5,97.4,102.24,27.39,52.71,6.7,74.05,14.56,12.24,12.71,86.63
29/5/2020 3:30,68.09,96.75,101.78,27.33,52.06,6.61,73.1248,14.39,12.11,12.67,86.66
29/5/2020 4:00,68.09,96.75,101.78,27.33,52.06,6.61,72.827,14.39,12.11,12.67,86.66
29/5/2020 21:30,67.23,97.12,101.87,27.03,51.75,6.46,72.1375,14.28,11.96,12.81,86.65
29/5/2020 22:00,67.39,96.62,101.18,27.23,51.7201,6.53,72.1375,14.3,12.11,12.83,86.655
29/5/2020 22:30,67.18,96.61,100.99,27.01,51.88,6.42,72.1375,14.085,12.065,12.89,86.65
29/5/2020 23:00,67.22,96.64,101.31,27.1,51.975,6.45,72.1375,14.085,12.055,12.89,86.66
29/5/2020 23:30,67.19,96.97,101.46,27.13,51.825,6.45,72.1375,14.085,12.0392,12.9,86.655
30/5/2020 0:00,67.09,96.74,101.31,27.0311,51.7469,6.42,72.1375,14.07,11.9737,12.91,86.6595
30/5/2020 0:30,67.27,97.01,101.4,27.12,51.95,6.43,72.1375,14.0193,12,12.85,86.66
30/5/2020 1:00,67.21,96.96,101.37,27.08,51.845,6.4453,72.1375,14.09,12.05,12.9,86.66
30/5/2020 1:30,67.05,96.95,101.305,27.085,51.955,6.41,72.1375,14.035,12.04,12.92,86.65
30/5/2020 2:00,67.57,97.48,101.79,27.29,52.06,6.52,72.1375,14.1418,12.06,12.93,86.6401
30/5/2020 2:30,67.83,97.66,101.985,27.39,52.1702,6.482,72.1375,14.28,12.08,12.965,86.66
30/5/2020 3:00,67.76,97.82,102.02,27.35,52.37,6.53,72.1375,14.28,12.16,12.99,86.66
30/5/2020 3:30,67.67,97.97,103.01,27.32,52.2,6.44,73.1168,14.35,12.03,13,86.66
30/5/2020 4:00,67.67,97.97,103.01,27.32,52.2,6.44,72.9949,14.35,12.03,13,86.66
1/6/2020 21:30,67.93,97.61,101.9,27.27,52.34,6.51,72.9949,14.35,12.23,12.91,86.57
1/6/2020 22:00,68.22,97.78,101.74,27.48,52.5,6.5791,72.9949,14.55,12.246,12.955,86.57
1/6/2020 22:30,68.14,97.77,101.715,27.44,52.58,6.52,72.9949,14.55,12.2937,13,86.5703
1/6/2020 23:00,67.98,97.55,101.47,27.41,52.39,6.5,72.9949,14.5,12.2433,12.98,86.578
1/6/2020 23:30,67.98,97.69,101.82,27.45,52.46,6.49,72.9949,14.47,12.2853,12.98,86.58
2/6/2020 0:00,68.08,97.809,101.84,27.4938,52.66,6.51,72.9949,14.495,12.305,12.98,86.58
2/6/2020 0:30,68.16,97.865,101.94,27.52,52.7889,6.545,72.9949,14.495,12.315,12.98,86.5864
2/6/2020 1:00,68.13,98.11,102.05,27.615,52.85,6.62,72.9949,14.555,12.36,12.98,86.585
2/6/2020 1:30,68.1,97.99,102.08,27.66,52.67,6.64,72.9949,14.54,12.37,12.99,86.5801
2/6/2020 2:00,67.895,97.892,102.218,27.678,52.455,6.6032,72.9949,14.48,12.33,12.99,86.58
2/6/2020 2:30,67.98,98.001,102.249,27.7496,52.5037,6.63,72.9949,14.48,12.34,12.99,86.59
2/6/2020 3:00,67.94,98,102.08,27.685,52.59,6.66,72.9949,14.48,12.3189,12.99,86.585
2/6/2020 3:30,67.82,97.94,101.99,27.61,52.5,6.64,73.4477,14.48,12.28,12.99,86.58
2/6/2020 4:00,67.82,97.94,101.99,27.61,52.5,6.64,73.2833,14.48,12.28,12.99,86.58
2/6/2020 21:30,68.29,97.95,101.99,27.66,52.865,6.78,73.2833,14.56,12.345,13.1,86.59
2/6/2020 22:00,68.66,98.24,102.14,27.73,53.375,6.8667,73.2833,14.56,12.4,13.12,86.5801
2/6/2020 22:30,68.58,97.74,101.905,27.77,52.962,6.8092,73.2833,14.725,12.3328,13.0821,86.58
2/6/2020 23:00,68.56,97.42,101.77,27.7499,53.1,6.885,73.2833,14.725,12.32,13.06,86.582
2/6/2020 23:30,68.63,97.56,101.82,27.75,53.22,6.8701,73.2833,14.73,12.325,13.0873,86.58
3/6/2020 0:00,68.81,97.8,101.94,27.77,53.22,6.84,73.2833,14.7548,12.3,13.1,86.59
3/6/2020 0:30,68.71,97.84,101.92,27.74,53.405,6.89,73.2833,14.78,12.27,13.0943,86.5716
3/6/2020 1:00,68.8,98.08,102.23,27.8,53.39,6.875,73.2833,14.78,12.27,13.0943,86.56
3/6/2020 1:30,68.735,98.245,102.435,27.79,53.47,6.865,73.2833,14.75,12.22,13.095,86.565
3/6/2020 2:00,68.5899,98.225,102.19,27.745,53.3831,6.865,73.2833,14.7047,12.27,13.1,86.565
3/6/2020 2:30,68.66,98.27,102.18,27.77,53.2997,6.88,73.2833,14.7047,12.2789,13.1,86.565
3/6/2020 3:00,68.555,98.2,102.06,27.67,53.27,6.8753,73.2833,14.7047,12.32,13.06,86.56
3/6/2020 3:30,68.7,98.86,102.6,27.79,53.14,6.91,73.2833,14.8,12.38,13.06,86.58
3/6/2020 4:00,68.7,98.86,102.58,27.79,53.1408,6.91,73.2833,14.8,12.38,13.06,86.58
3/6/2020 21:30,70.04,99.3,102.41,28.2,54.1801,7.025,73.2833,15.0164,12.53,13.0725,86.547
3/6/2020 22:00,70.58,99.19,101.99,28.25,54.5495,7.05,73.2833,15.0164,12.6034,13.105,86.5383
3/6/2020 22:30,70.67,99.24,102.05,28.19,54.699,6.97,73.2833,15.02,12.59,13.08,86.528
3/6/2020 23:00,70.91,99.3,102.21,28.29,55.1299,7.03,74.0557,15.09,12.63,13.13,86.5388
3/6/2020 23:30,70.95,99.24,102.27,28.34,54.9843,7,74.0557,15.09,12.62,13.14,86.54
4/6/2020 0:00,70.99,99.11,102.32,28.37,55,6.995,74.0557,15.1301,12.59,13.14,86.535
4/6/2020 0:30,70.91,99.135,102.03,28.27,54.9103,6.98,74.0557,15.1301,12.5999,13.12,86.54
4/6/2020 1:00,70.915,99.46,102.12,28.28,54.7552,7.025,74.0557,15.14,12.64,13.1,86.53
4/6/2020 1:30,70.905,99.31,102.05,28.25,54.6568,7.04,74.0557,15.12,12.655,13.09,86.5208
4/6/2020 2:00,71.22,99.47,102.11,28.35,54.8101,7.1,74.0557,15.2,12.65,13.08,86.515
4/6/2020 2:30,71.18,99.55,102.28,28.31,54.8554,7.11,74.0557,15.245,12.6,13.09,86.5175
4/6/2020 3:00,71.325,99.755,102.47,28.33,54.8001,7.115,74.0557,15.24,12.62,13.11,86.51
4/6/2020 3:30,71.4,99.63,102.37,28.28,54.84,7.12,74.0557,15.22,12.69,13.11,86.51
4/6/2020 4:00,71.38,99.63,102.38,28.28,54.84,7.12,73.6496,15.22,12.69,13.11,86.51
4/6/2020 21:30,71.425,99.63,102.27,28.05,55.2473,7.04,73.71,15.11,12.63,13.135,86.515
4/6/2020 22:00,71.64,99.77,102.15,28,55.6799,7.1499,74,15.21,12.65,13.15,86.52
4/6/2020 22:30,72.13,99.62,101.97,28.09,56.3799,7.225,74,15.21,12.71,13.195,86.5196
4/6/2020 23:00,71.73,99.095,101.75,28.08,55.709,7.19,73.92,15.21,12.61,13.1445,86.522
4/6/2020 23:30,71.78,99.228,101.71,27.96,55.93,7.24,73.92,15.27,12.66,13.1445,86.525
5/6/2020 0:00,71.63,99.145,101.68,27.98,55.96,7.24,73.92,15.27,12.6349,13.1517,86.525
5/6/2020 0:30,71.61,98.76,101.39,27.95,55.685,7.21,73.92,15.228,12.59,13.1517,86.52
5/6/2020 1:00,71.65,98.81,101.4,27.87,55.96,7.235,74.1,15.2607,12.59,13.125,86.525
5/6/2020 1:30,71.91,99.2,101.69,27.7612,56.255,7.31,74.1,15.3241,12.6348,13.15,86.52
5/6/2020 2:00,72,99.13,101.78,27.77,56.4,7.35,74.1,15.36,12.6527,13.15,86.525
5/6/2020 2:30,71.86,98.505,101.41,27.6512,56.54,7.28,74.1,15.35,12.63,13.13,86.52
5/6/2020 3:00,71.87,98.549,101.18,27.63,56.03,7.23,74.1,15.275,12.5902,13.12,86.52
5/6/2020 3:30,72.14,98.81,101.57,27.83,56.3,7.31,74.1,15.36,12.73,13.11,86.53
5/6/2020 4:00,72.14,98.81,101.57,27.83,56.3,7.31,74.2799,15.36,12.73,13.11,86.53
