,XLI US Equity,XLK US Equity,XLV US Equity,FXU US Equity,XTN US Equity,FXN US Equity,PSCC US Equity,ENFR US Equity,BIZD US Equity,DBB US Equity,SHY US Equity
1/7/2020 0:30,68.245,103.82,98.97,25.6,52.78,6.4,72.85,13.58,12.14,13.63,86.62
1/7/2020 1:00,68.28,103.81,99.09,25.61,52.78,6.405,72.85,13.55,12.135,13.6696,86.615
1/7/2020 1:30,68.3,103.81,99.125,25.54,52.78,6.46,72.85,13.65,12.11,13.64,86.61
1/7/2020 2:00,68.49,103.852,99.44,25.66,52.7282,6.48,73.236,13.74,12.14,13.645,86.61
1/7/2020 2:30,68.56,104.085,99.43,25.68,52.775,6.52,73.236,13.78,12.1199,13.645,86.615
1/7/2020 3:00,68.61,104.09,99.595,25.7005,52.815,6.56,73.236,13.87,12.085,13.635,86.61
1/7/2020 3:30,68.7,104.49,100.07,25.78,52.86,6.57,73.5613,13.92,12.15,13.61,86.61
1/7/2020 4:00,68.7,104.49,100.07,25.78,52.86,6.57,73.5228,13.9171,12.15,13.61,86.61
1/7/2020 21:30,69.44,104.45,100.44,26,54.3294,6.64,73.5228,14.05,11.8,13.6334,86.54
1/7/2020 22:00,69.35,104.84,100.74,25.99,53.82,6.5601,73.5228,13.9849,11.74,13.62,86.5301
1/7/2020 22:30,69.04,104.88,100.74,25.98,53.205,6.51,73.5228,13.9849,11.75,13.65,86.54
1/7/2020 23:00,68.4,104.61,100.37,25.89,52.53,6.41,73.5228,13.79,11.61,13.67,86.545
1/7/2020 23:30,68.67,104.835,100.63,26.01,52.53,6.395,73.5228,13.745,11.67,13.7,86.5464
2/7/2020 0:00,68.87,104.93,100.98,26.12,52.88,6.385,73.1,13.745,11.7119,13.69,86.55
2/7/2020 0:30,68.67,104.93,100.97,26.06,52.76,6.36,73.1,13.745,11.68,13.71,86.545
2/7/2020 1:00,68.61,104.9,101.02,26.11,52.405,6.385,73.1,13.745,11.7,13.71,86.5399
2/7/2020 1:30,68.525,105,100.95,26.05,52.405,6.3558,73.175,13.745,11.7,13.72,86.5363
2/7/2020 2:00,68.58,104.98,101.095,26.12,52.3497,6.39,73.175,13.745,11.6716,13.72,86.53
2/7/2020 2:30,68.61,104.925,101.08,26.1611,52.3497,6.38,73.1,13.745,11.68,13.73,86.525
2/7/2020 3:00,68.71,105.155,101.14,26.2209,52.512,6.43,73.1,13.745,11.65,13.73,86.523
2/7/2020 3:30,68.39,104.67,100.84,26.19,52.28,6.37,73.1,13.745,11.6,13.71,86.52
2/7/2020 4:00,68.39,104.66,100.84,26.19,52.28,6.37,73.1,13.8032,11.6,13.71,86.52
2/7/2020 21:30,69.945,106.13,101.99,26.5,53.6231,6.57,73.1,13.98,11.89,13.72,86.5309
2/7/2020 22:00,69.41,105.58,101.6,26.37,53.17,6.5,73.1,13.98,11.73,13.7,86.54
2/7/2020 22:30,68.95,105.75,101.6,26.26,53.05,6.49,73.1,13.98,11.75,13.67,86.5474
2/7/2020 23:00,69.25,105.435,101.855,26.335,52.74,6.52,73.1,13.83,11.6717,13.66,86.54
2/7/2020 23:30,69.33,105.87,102.03,26.4,53.1599,6.56,73.985,13.83,11.7329,13.68,86.54
3/7/2020 0:00,69.365,105.935,101.93,26.37,53.0734,6.59,73.985,13.83,11.75,13.69,86.54
3/7/2020 0:30,69.33,105.98,101.93,26.34,53.1335,6.59,73.985,13.83,11.68,13.72,86.5461
3/7/2020 1:00,69.31,105.97,101.88,26.36,53.21,6.56,73.985,13.83,11.6875,13.72,86.55
3/7/2020 1:30,69.405,105.84,101.87,26.42,53.17,6.58,73.985,13.8702,11.69,13.72,86.545
3/7/2020 2:00,69.43,105.97,102.04,26.44,53.05,6.6,73.985,13.8601,11.7,13.72,86.55
3/7/2020 2:30,69.4,106.02,102.12,26.42,53.05,6.6,73.985,13.8601,11.685,13.7,86.545
3/7/2020 3:00,69.23,105.76,101.93,26.35,52.961,6.58,73.985,13.91,11.67,13.72,86.545
3/7/2020 3:30,68.98,105.27,101.6,26.23,52.73,6.54,73.985,13.89,11.61,13.69,86.56
3/7/2020 4:00,68.98,105.27,101.6,26.23,52.7311,6.54,73.351,13.8842,11.61,13.69,86.56
6/7/2020 21:30,70.28,107.07,102.88,26.58,54.13,6.69,73.351,14.2,11.81,13.8025,86.53
6/7/2020 22:00,69.55,106.92,102.6,26.29,53.57,6.55,73.351,13.805,11.655,13.79,86.55
6/7/2020 22:30,69.75,107.295,103.2,26.19,53.57,6.59,74,13.79,11.6858,13.79,86.54
6/7/2020 23:00,69.675,107.535,103.125,26.17,53.59,6.52,74,13.75,11.62,13.815,86.54
6/7/2020 23:30,69.48,107.33,103.05,26.06,53.4492,6.4091,74,13.615,11.61,13.79,86.545
7/7/2020 0:00,69.66,107.13,102.826,26.03,53.64,6.46,74,13.59,11.589,13.79,86.541
7/7/2020 0:30,69.68,107.27,102.845,26.0275,53.64,6.49,74,13.59,11.6,13.77,86.545
7/7/2020 1:00,69.7,107.205,102.81,26.12,53.59,6.485,73.92,13.59,11.5,13.78,86.54
7/7/2020 1:30,69.8965,107.09,102.81,26.1911,53.77,6.49,74.07,13.71,11.55,13.78,86.535
7/7/2020 2:00,69.72,106.85,102.545,26.16,53.77,6.47,74.07,13.665,11.52,13.77,86.54
7/7/2020 2:30,69.72,106.82,102.34,26.11,53.62,6.5,74.04,13.665,11.6098,13.77,86.54
7/7/2020 3:00,69.84,107.01,102.305,26.13,53.62,6.52,74.04,13.675,11.5903,13.79,86.54
7/7/2020 3:30,69.97,107.11,102.63,26.19,53.91,6.53,74.04,13.675,11.57,13.82,86.53
7/7/2020 4:00,69.97,107.11,102.63,26.19,53.91,6.53,73.9488,13.6676,11.57,13.82,86.53
7/7/2020 21:30,69.46,107.38,102.23,25.86,53.3707,6.41,73.9488,13.5,11.5,13.77,86.535
7/7/2020 22:00,69.315,107.92,102.6,25.93,53.61,6.46,73.7,13.6299,11.48,13.805,86.55
7/7/2020 22:30,69.24,107.93,102.66,26.0003,53.51,6.44,73.635,13.7,11.5,13.82,86.54
7/7/2020 23:00,69.36,107.95,102.851,25.975,53.831,6.49,73.895,13.7,11.485,13.86,86.54
7/7/2020 23:30,69.18,107.68,102.91,25.88,53.831,6.4699,74.15,13.7,11.49,13.85,86.54
8/7/2020 0:00,69.205,107.41,102.71,25.92,53.6092,6.46,73.83,13.7,11.465,13.83,86.545
8/7/2020 0:30,69.14,107.475,102.64,25.9078,53.635,6.45,73.85,13.8,11.52,13.845,86.55
8/7/2020 1:00,69.18,107.23,102.61,26.01,53.635,6.46,73.91,13.81,11.52,13.845,86.55
8/7/2020 1:30,69.2768,107.145,102.525,26.05,53.7079,6.47,74.16,13.81,11.48,13.845,86.545
8/7/2020 2:00,69.105,106.91,102.465,26.04,53.63,6.43,74.43,13.81,11.47,13.855,86.54
8/7/2020 2:30,68.935,106.935,102.53,26.03,53.47,6.405,74.37,13.66,11.45,13.855,86.55
8/7/2020 3:00,68.81,106.67,102.2,26.0805,53.3298,6.39,74.31,13.66,11.425,13.83,86.55
8/7/2020 3:30,68.63,105.99,101.74,25.98,53.2563,6.35,74.085,13.6387,11.43,13.83,86.54
8/7/2020 4:00,68.63,105.99,101.74,25.98,53.2639,6.35,74.0934,13.6315,11.43,13.83,86.55
8/7/2020 21:30,68.97,107.44,102.29,26.05,53.09,6.44,74.13,13.75,11.4181,14.08,86.541
8/7/2020 22:00,68.66,107.015,102.11,25.95,53.09,6.42,74.13,13.75,11.37,14.12,86.545
8/7/2020 22:30,68.64,107.39,101.95,25.95,53.2401,6.4,74.13,13.6719,11.3499,14.12,86.545
8/7/2020 23:00,68.18,106.555,101.28,25.87,52.88,6.35,74.13,13.5899,11.39,14.08,86.54
8/7/2020 23:30,68.25,107.08,101.39,25.96,52.88,6.35,74.13,13.5899,11.3901,14.12,86.5465
9/7/2020 0:00,68.3801,107.12,101.513,26.005,52.88,6.4,74.13,13.5899,11.3977,14.0761,86.5408
9/7/2020 0:30,68.36,107.29,101.6,26.04,52.88,6.41,74.13,13.6,11.36,14.09,86.545
9/7/2020 1:00,68.14,106.93,101.21,25.995,52.96,6.37,74.13,13.6,11.31,14.11,86.56
9/7/2020 1:30,68.18,106.87,101.18,26.1,53.0428,6.37,74.13,13.6,11.31,14.07,86.56
9/7/2020 2:00,68.3,107.05,101.29,26.105,53.025,6.4063,73.255,13.6,11.34,14.1,86.555
9/7/2020 2:30,68.29,107.23,101.34,26.03,53.14,6.4,73.255,13.5199,11.35,14.11,86.555
9/7/2020 3:00,68.6,107.42,101.52,26.17,53.66,6.445,73.255,13.52,11.36,14.1093,86.55
9/7/2020 3:30,68.63,107.7,101.75,26.1,53.62,6.43,73.255,13.52,11.37,14.11,86.55
9/7/2020 4:00,68.63,107.72,101.75,26.1,53.62,6.42,73.5584,13.5875,11.37,14.11,86.55
9/7/2020 21:30,68.14,108.415,101.94,25.6698,53.03,6.33,73.5584,13.57,11.27,14.2499,86.55
9/7/2020 22:00,67.84,108.14,101.41,25.56,52.69,6.28,73.5584,13.57,11.235,14.215,86.56
9/7/2020 22:30,67.18,106.86,100.38,25.3992,52.35,6.1779,73.5584,13.41,11.13,14.17,86.559
9/7/2020 23:00,67.16,106.93,99.98,25.34,52.04,6.19,73.5584,13.41,11.09,14.16,86.5691
9/7/2020 23:30,67.33,107.14,100.15,25.42,52.25,6.19,72.0531,13.41,11.13,14.16,86.57
10/7/2020 0:00,67.35,107.48,100.56,25.555,52.445,6.2,72.0531,13.41,11.18,14.15,86.5699
10/7/2020 0:30,67.38,107.75,100.85,25.56,52.49,6.185,72.0531,13.245,11.1499,14.15,86.56
10/7/2020 1:00,67.47,107.96,100.85,25.62,52.62,6.2,72.0531,13.22,11.11,14.125,86.56
10/7/2020 1:30,67.3,107.679,100.791,25.5961,52.62,6.17,72.0531,13.22,11.13,14.1399,86.5671
10/7/2020 2:00,67.555,108.11,101.055,25.68,52.62,6.195,72.0531,13.22,11.101,14.1481,86.565
10/7/2020 2:30,67.555,108.17,101.16,25.73,52.49,6.18,72.0531,13.22,11.135,14.1481,86.5567
10/7/2020 3:00,67.23,107.75,100.95,25.69,52.271,6.15,72.0531,13.2,11.09,14.14,86.56
10/7/2020 3:30,67.14,108.11,100.95,25.69,52.26,6.14,72.0531,13.2,11.03,14.12,86.57
10/7/2020 4:00,67.14,108.11,100.95,25.69,52.26,6.14,72.3119,13.2005,11.03,14.12,86.57
10/7/2020 21:30,67.47,107.19,100.39,25.85,52.86,6.23,72.3119,13.2,11.11,14.38,86.575
10/7/2020 22:00,67.33,107.54,100.62,25.93,52.885,6.2135,72.3119,13.2,11.0928,14.39,86.5727
10/7/2020 22:30,67.57,107.51,100.52,26.015,52.885,6.24,72.3119,13.2,11.125,14.42,86.56
10/7/2020 23:00,67.605,107.59,100.31,26.04,52.885,6.24,72.3119,13.2,11.12,14.41,86.57
10/7/2020 23:30,67.735,107.77,100.55,26.11,53.49,6.24,72.3119,13.2,11.16,14.4166,86.565
11/7/2020 0:00,67.56,107.49,100.26,26.1,53.64,6.2367,72.3119,13.2,11.19,14.41,86.57
11/7/2020 0:30,67.775,107.61,100.355,26.18,53.7701,6.26,72.3119,13.2,11.205,14.41,86.56
11/7/2020 1:00,67.63,107.68,100.42,26.1,53.5602,6.225,72.3119,13.2,11.205,14.4,86.565
11/7/2020 1:30,67.885,107.66,100.5,26.15,53.5602,6.25,72.3119,13.2,11.2899,14.405,86.5625
11/7/2020 2:00,67.81,107.57,100.49,26.14,53.6501,6.25,72.3119,13.2415,11.2145,14.42,86.5501
11/7/2020 2:30,67.82,107.84,100.6,26.17,53.67,6.225,72.3119,13.22,11.21,14.46,86.5507
11/7/2020 3:00,67.955,107.93,100.72,26.17,53.8,6.27,72.3119,13.22,11.24,14.45,86.5533
11/7/2020 3:30,68.01,108.08,100.71,26.18,53.7601,6.31,72.3119,13.27,11.22,14.45,86.54
11/7/2020 4:00,68.01,108.08,100.71,26.18,53.7601,6.31,72.3119,13.27,11.22,14.45,86.54
13/7/2020 21:30,68.015,109.08,101.78,26.18,53.32,6.22,73.47,13.26,11.25,14.6817,86.5435
13/7/2020 22:00,68.47,109.36,102.349,26.42,53.4,6.28,73.47,13.26,11.31,14.68,86.5407
13/7/2020 22:30,68.59,109.29,102.55,26.37,53.595,6.28,73.47,13.27,11.335,14.689,86.54
13/7/2020 23:00,68.71,109.67,102.7,26.5,53.595,6.29,73.47,13.3,11.355,14.66,86.5307
13/7/2020 23:30,68.66,109.45,102.47,26.37,53.65,6.26,73.79,13.3,11.3,14.66,86.53
14/7/2020 0:00,68.71,109.515,102.77,26.39,53.585,6.27,73.79,13.3,11.31,14.66,86.535
14/7/2020 0:30,69.08,109.12,102.95,26.43,53.882,6.3,73.79,13.3,11.37,14.6241,86.53
14/7/2020 1:00,69.21,109.4,102.92,26.52,53.99,6.34,74.3732,13.3,11.4373,14.62,86.54
14/7/2020 1:30,69.38,108.955,103.101,26.5499,54.2,6.36,74.3732,13.3,11.45,14.628,86.54
14/7/2020 2:00,69.12,107.895,102.56,26.45,53.86,6.295,74.3732,13.3611,11.39,14.61,86.54
14/7/2020 2:30,69.31,108.32,102.62,26.47,53.94,6.32,74.3732,13.345,11.425,14.57,86.54
14/7/2020 3:00,68.77,106.9,101.79,26.32,53.6721,6.26,74.3732,13.345,11.375,14.495,86.55
14/7/2020 3:30,68.29,105.85,101.28,26.3,52.99,6.18,74.3732,13.19,11.22,14.46,86.54
14/7/2020 4:00,68.29,105.84,101.28,26.3,52.99,6.18,73.0518,13.205,11.22,14.46,86.54
14/7/2020 21:30,68.53,104.8,101.35,26.49,53.15,6.25,73.0518,13.15,11.27,14.41,86.565
14/7/2020 22:00,68.87,104.8,101.47,26.54,53.061,6.27,73.0518,13.15,11.23,14.42,86.5607
14/7/2020 22:30,68.97,105.08,101.67,26.63,53.425,6.3,73.0518,13.15,11.28,14.432,86.55
14/7/2020 23:00,68.96,105.37,101.84,26.49,53.425,6.34,73.0518,13.15,11.33,14.52,86.55
14/7/2020 23:30,69.22,105.67,101.95,26.45,53.545,6.38,73.0518,13.15,11.3499,14.46,86.555
15/7/2020 0:00,69.1,105.78,101.96,26.4,53.5201,6.3401,73.0518,13.15,11.34,14.47,86.555
15/7/2020 0:30,68.995,105.54,101.95,26.38,53.5,6.33,73.0518,13.355,11.28,14.47,86.56
15/7/2020 1:00,69,105.68,102.19,26.3899,53.4,6.33,73.0518,13.355,11.3115,14.47,86.555
15/7/2020 1:30,69.25,106.05,102.3,26.33,53.73,6.36,73.7739,13.355,11.29,14.43,86.55
15/7/2020 2:00,69.4,106.58,102.8,26.42,53.7015,6.35,73.7739,13.355,11.3699,14.45,86.555
15/7/2020 2:30,69.47,106.455,102.96,26.54,53.65,6.39,73.7739,13.355,11.3699,14.425,86.555
15/7/2020 3:00,69.58,106.42,102.88,26.57,53.54,6.39,73.7739,13.355,11.33,14.42,86.55
15/7/2020 3:30,69.77,107.06,103.29,26.55,53.76,6.43,73.7739,13.43,11.4,14.48,86.55
15/7/2020 4:00,69.77,107.06,103.29,26.55,53.76,6.43,73.9485,13.43,11.4,14.48,86.55
15/7/2020 21:30,71.03,108.05,104.16,26.76,55.05,6.54,75.25,13.83,11.533,14.36,86.5443
15/7/2020 22:00,71.04,108.29,104.44,26.95,55.16,6.52,75.25,13.73,11.6199,14.37,86.545
15/7/2020 22:30,71.255,107.93,104.58,26.93,55.3554,6.59,75.25,13.73,11.63,14.41,86.545
15/7/2020 23:00,71.23,107.625,104.89,26.84,55.07,6.52,75.25,13.7365,11.5631,14.41,86.555
15/7/2020 23:30,71.08,106.67,104.1,26.75,55.122,6.49,75.25,13.83,11.575,14.4,86.55
16/7/2020 0:00,71.34,106.91,104.37,26.749,55.0863,6.525,75.25,13.75,11.51,14.38,86.55
16/7/2020 0:30,71.4165,107.2,104.48,26.71,55.1047,6.55,75.25,13.75,11.545,14.39,86.55
16/7/2020 1:00,71.49,107.27,104.42,26.67,55.615,6.58,75.25,13.75,11.55,14.39,86.55
16/7/2020 1:30,71.49,107.23,104.23,26.65,55.69,6.57,75.25,13.75,11.5629,14.37,86.54
16/7/2020 2:00,71.6,107.67,104.5,26.59,56.01,6.57,75.25,13.75,11.5629,14.39,86.545
16/7/2020 2:30,71.4,107.16,104.18,26.57,56.06,6.58,75.25,13.9101,11.585,14.4,86.54
16/7/2020 3:00,71.57,107.455,104.41,26.63,56,6.61,75.25,13.937,11.63,14.4,86.54
16/7/2020 3:30,71.55,107.64,104.63,26.54,56.0579,6.64,75.25,13.95,11.61,14.41,86.56
16/7/2020 4:00,71.55,107.64,104.63,26.54,56.0579,6.64,75.0128,13.96,11.61,14.41,86.56
16/7/2020 21:30,71.23,106.38,104.18,26.62,55.58,6.51,75.0128,13.74,11.59,14.43,86.5663
16/7/2020 22:00,71.77,106.24,104.35,26.71,56,6.56,75.0128,13.8,11.5929,14.44,86.5689
16/7/2020 22:30,71.79,105.93,104.27,26.83,56.2,6.59,75.0128,13.8,11.67,14.4,86.57
16/7/2020 23:00,71.83,105.77,104.08,26.86,56.08,6.66,75.0128,13.9301,11.7099,14.46,86.57
16/7/2020 23:30,71.62,106.02,103.91,26.72,55.97,6.68,75.0128,13.9301,11.664,14.45,86.56
17/7/2020 0:00,71.62,105.85,103.85,26.6999,55.835,6.63,75.0128,13.9301,11.61,14.42,86.569
17/7/2020 0:30,71.44,105.95,103.82,26.7,55.68,6.6193,75.0128,14,11.585,14.42,86.565
17/7/2020 1:00,71.72,106.33,104.02,26.71,55.88,6.64,74.8624,14,11.6,14.3988,86.565
17/7/2020 1:30,71.47,106.14,103.91,26.64,55.685,6.61,74.8624,14,11.5341,14.4,86.56
17/7/2020 2:00,71.52,106.45,104.125,26.65,55.7,6.6,74.7409,13.9899,11.58,14.43,86.5607
17/7/2020 2:30,71.235,106.02,103.95,26.64,55.42,6.55,74.7409,13.9899,11.5969,14.39,86.56
17/7/2020 3:00,71.58,106.47,104.33,26.7,55.63,6.59,74.7105,13.9499,11.61,14.42,86.56
17/7/2020 3:30,71.57,106.31,104.49,26.74,55.69,6.58,74.7105,13.9499,11.58,14.41,86.56
17/7/2020 4:00,71.57,106.31,104.46,26.74,55.69,6.58,74.8256,13.9307,11.58,14.41,86.56
17/7/2020 21:30,71.9,106.32,105.03,27.03,55.92,6.68,74.8256,14.04,11.6725,14.33,86.5609
17/7/2020 22:00,71.62,106.04,105.206,26.9,55.9901,6.565,74.8256,13.92,11.585,14.2777,86.555
17/7/2020 22:30,71.79,106.41,105.62,27.0197,56.005,6.59,74.8256,13.92,11.566,14.3,86.569
17/7/2020 23:00,71.79,106.55,105.63,27.04,56.265,6.57,75.2922,13.905,11.58,14.32,86.57
17/7/2020 23:30,71.87,106.655,105.79,27.085,56.1401,6.56,75.2922,13.905,11.59,14.34,86.56
18/7/2020 0:00,71.98,106.74,105.8,27.085,56.1697,6.56,75.2922,13.9,11.62,14.335,86.5665
18/7/2020 0:30,71.86,106.61,105.78,27.07,56.135,6.55,75.2922,13.92,11.61,14.29,86.565
18/7/2020 1:00,71.945,106.61,105.8,27.1,56.0129,6.555,75.2922,13.885,11.598,14.32,86.565
18/7/2020 1:30,71.92,106.5,105.84,27.14,56.025,6.5299,75.2922,13.87,11.5661,14.3,86.565
18/7/2020 2:00,71.9875,106.805,106.04,27.19,56.025,6.51,75.2922,13.875,11.62,14.34,86.565
18/7/2020 2:30,71.925,106.91,106.03,27.215,56.06,6.5,75.2922,13.875,11.5863,14.32,86.57
18/7/2020 3:00,72.065,106.995,106.169,27.2577,56.14,6.5331,75.2922,13.88,11.625,14.32,86.565
18/7/2020 3:30,72,106.83,105.89,27.23,56.19,6.51,75.2922,13.89,11.61,14.36,86.58
18/7/2020 4:00,72,106.83,105.89,27.23,56.1891,6.51,75.32,13.89,11.61,14.36,86.58
20/7/2020 21:30,71.06,107.37,105.85,26.9,55.431,6.49,75.32,13.94,11.51,14.33,86.58
20/7/2020 22:00,71.17,108.1,106.21,26.94,55.36,6.54,75.32,13.94,11.47,14.35,86.563
20/7/2020 22:30,71.15,108.12,106.125,26.8806,55.52,6.56,75.32,13.9,11.515,14.41,86.56
20/7/2020 23:00,71.08,108.36,105.98,26.79,55.52,6.56,75.32,13.9,11.54,14.46,86.569
20/7/2020 23:30,71.1,108.535,105.7,26.76,55.325,6.59,75.32,13.89,11.5399,14.42,86.56
21/7/2020 0:00,71,108.39,105.76,26.73,55.13,6.56,75.32,13.79,11.52,14.4001,86.56
21/7/2020 0:30,71.02,108.6,105.8,26.72,55.06,6.55,75.32,13.795,11.535,14.4,86.55
21/7/2020 1:00,71.12,108.685,105.81,26.74,55.14,6.53,75.32,13.8,11.56,14.4,86.5556
21/7/2020 1:30,71.31,108.87,105.89,26.85,55.2999,6.515,75.32,13.8,11.57,14.3846,86.56
21/7/2020 2:00,71.155,109.08,105.775,26.79,55.1604,6.49,75.32,13.8,11.5239,14.39,86.555
21/7/2020 2:30,71.1,109.19,105.723,26.77,55.1516,6.49,75.32,13.67,11.5,14.39,86.555
21/7/2020 3:00,71.26,109.515,106.06,26.8,55.191,6.5,75.32,13.68,11.5699,14.405,86.55
21/7/2020 3:30,71.12,109.52,105.87,26.73,55.26,6.48,75.32,13.64,11.56,14.44,86.56
21/7/2020 4:00,71.12,109.56,105.87,26.73,55.25,6.48,75.32,13.64,11.56,14.44,86.56
21/7/2020 21:30,72.23,109.74,106.41,27.03,55.6,6.75,75.32,14,11.66,14.6,86.56
21/7/2020 22:00,71.88,109.37,106.23,27.09,55.6,6.74,75.32,14.125,11.585,14.5699,86.57
21/7/2020 22:30,72.21,109.22,106.33,27.13,55.74,6.77,75.35,14.1198,11.5657,14.58,86.56
21/7/2020 23:00,72.42,109.17,106.07,27.087,55.74,6.83,75.35,14.1198,11.645,14.6201,86.569
21/7/2020 23:30,72.53,108.79,106.09,27.07,55.96,6.82,75.35,14.19,11.6407,14.6101,86.56
22/7/2020 0:00,72.43,108.77,106.33,27.04,55.7504,6.7965,75.35,14.1983,11.6587,14.62,86.5716
22/7/2020 0:30,72.41,108.91,106.34,27.0799,55.8551,6.85,75.855,14.1983,11.67,14.6313,86.58
22/7/2020 1:00,72.33,108.955,106.3,27.1,55.8723,6.86,75.855,14.1983,11.68,14.64,86.57
22/7/2020 1:30,72.26,109.19,106.21,27.09,55.8723,6.84,75.855,14.1983,11.65,14.645,86.575
22/7/2020 2:00,72.17,109.34,106.24,26.99,55.8723,6.82,75.855,14.17,11.58,14.6899,86.5711
22/7/2020 2:30,72.18,109.17,106.2,26.94,55.7399,6.86,75.7752,14.245,11.62,14.6899,86.565
22/7/2020 3:00,72.03,108.605,105.805,26.9698,55.59,6.81,75.7752,14.2443,11.69,14.6553,86.569
22/7/2020 3:30,72.06,108.46,105.8,27,55.55,6.83,75.7752,14.18,11.68,14.66,86.58
22/7/2020 4:00,72.06,108.46,105.8,27,55.55,6.83,75.6789,14.18,11.68,14.66,86.58
22/7/2020 21:30,72.285,109.39,106.36,26.93,55.53,6.71,75.25,14.05,11.68,14.405,86.575
22/7/2020 22:00,72.31,109.14,106.14,26.9431,55.66,6.69,75.25,13.985,11.67,14.4394,86.58
22/7/2020 22:30,72.62,108.73,105.87,27.1309,55.57,6.74,75.25,13.99,11.75,14.448,86.5702
22/7/2020 23:00,72.49,108.98,106.09,27.22,55.431,6.715,75.25,13.99,11.79,14.47,86.5734
22/7/2020 23:30,72.465,109.01,106.3,27.2948,55.42,6.69,75.25,13.92,11.765,14.48,86.56
23/7/2020 0:00,72.48,109.105,106.568,27.31,55.46,6.715,75.25,13.93,11.74,14.495,86.56
23/7/2020 0:30,72.58,108.97,106.48,27.405,55.415,6.75,75.25,14.0072,11.75,14.48,86.57
23/7/2020 1:00,72.59,108.795,106.69,27.35,55.33,6.76,75.25,14.01,11.7638,14.48,86.5679
23/7/2020 1:30,72.37,108.52,106.115,27.35,55.25,6.73,75.25,14.01,11.72,14.44,86.56
23/7/2020 2:00,72.49,108.79,106.42,27.46,55.19,6.75,75.25,14,11.76,14.435,86.565
23/7/2020 2:30,72.53,108.81,106.41,27.47,55.14,6.77,75.25,14.05,11.7686,14.4546,86.57
23/7/2020 3:00,72.635,108.9,106.54,27.41,55.19,6.75,75.25,14.06,11.7837,14.4546,86.57
23/7/2020 3:30,72.64,109.36,106.75,27.43,55.12,6.76,75.25,14.06,11.82,14.47,86.57
