,XLI US Equity,XLK US Equity,XLV US Equity,FXU US Equity,XTN US Equity,FXN US Equity,PSCC US Equity,ENFR US Equity,BIZD US Equity,DBB US Equity,SHY US Equity,UNP US Equity,UPS US Equity,CSX US Equity,FDX US Equity,NSC US Equity,LUV US Equity,DAL US Equity,ODFL US Equity,KSU US Equity,EXPD US Equity,CHRW US Equity,JBHT US Equity,UAL US Equity,AAL US Equity,ALK US Equity
11/6/2020 3:30,72.61,104.11,102.67,28.07,55.89,7.74,73.8832,15.53,12.75,13.71,86.56,175.36,106.62,73.29,140.39,188.49,37.12,31.63,165.31,157.16,77.91,82.2,118.99,39.72,17.02,41.48
11/6/2020 4:00,72.61,104.11,102.68,28.07,55.89,7.74,73.8104,15.53,12.75,13.71,86.56,175.43,106.63,73.29,140.4,188.55,37.14,31.64,165.31,157.2,77.91,82.2,118.99,39.72,17.02,41.48
11/6/2020 21:30,69.88,102.14,100.775,27.21,53.34,7.2659,72.03,14.51,12.3,13.395,86.575,169.505,102.95,71.09,133.75,182.18,34.7426,29.2182,162.47,151.3,76.4,79.93,115.24,35.98,15.36,37.46
11/6/2020 22:00,69.53,101.99,99.785,26.83,53.021,7.25,71.39,14.52,12.2447,13.41,86.57,168.96,102.35,70.98,132.28,180.75,34.735,28.99,161.625,150.78,76.01,79.38,114.71,35.58,15.309,37.91
11/6/2020 22:30,69.3,101.425,99.55,26.9,52.75,7.19,71.39,14.45,12.13,13.37,86.575,168.03,102.07,70.79,131.77,180.55,34.29,28.619,161.43,149.37,76.32,79.44,113.96,35.155,15.0081,37.1164
11/6/2020 23:00,69.32,101.46,99.36,26.845,52.4745,7.135,71.05,14.33,12.08,13.37,86.5609,168.55,101.7,70.5892,130.92,180.54,33.89,28.45,161.18,148.82,75.97,79.35,113.715,34.98,14.9901,37.0092
11/6/2020 23:30,69.17,101.13,99.17,26.83,52.34,7.06,71.0914,14.2164,11.9039,13.3438,86.58,168.26,101.58,70.5,130.16,180,33.82,28.4353,160.4,148.53,75.83,79.075,113.595,34.79,14.9501,36.72
12/6/2020 0:00,68.705,100.09,98.3,26.655,51.8991,6.99,71.0914,14.1177,11.85,13.3159,86.5799,168.13,101.23,70.115,129.21,179.26,33.52,27.87,159.9,147.84,75.44,78.67,112.995,33.98,14.55,36.1701
12/6/2020 0:30,68.7,99.44,97.9,26.61,52.025,7.0101,71.0914,14.11,11.89,13.2834,86.56,167.84,101.29,70.21,130.14,179.2,33.5,27.8345,159.72,148.11,75.28,79.1,113.65,34.1225,14.645,36.42
12/6/2020 1:00,68.8,99.99,97.86,26.62,52.396,7.1,71.0914,14.21,12.1,13.3484,86.565,167.47,101.61,70.01,130.59,178.62,33.885,28.19,159.35,147.76,75.27,78.84,113.95,34.9,14.98,37.07
12/6/2020 1:30,68.84,99.82,97.73,26.63,52.17,7.11,71.0914,14.22,12.0701,13.28,86.57,167.11,101.57,69.89,130.59,178.65,33.99,28.16,159.57,147.89,74.92,78.495,113.89,34.98,14.9,37.19
12/6/2020 2:00,68.62,99.52,97.78,26.59,51.9599,7.09,70.375,14.2843,12.0419,13.24,86.5652,166.14,101.31,69.6,130.09,177.97,33.7901,27.93,158.82,147.22,74.68,78.48,113.79,34.385,14.765,36.79
12/6/2020 2:30,67.96,98.86,97.05,26.49,51.4009,7.01,69.751,14.18,11.93,13.23,86.565,165.22,100.74,69.035,128.899,175.86,33.08,27.32,157.65,146.186,74.11,78.18,112.98,33.795,14.4898,36.115
12/6/2020 3:00,67.58,98.37,96.81,26.45,51,6.88,69.615,14.0598,11.92,13.17,86.5462,163.95,100.68,68.54,128.25,174.48,32.8558,26.995,157.47,145.68,73.83,78.43,112.57,32.98,14.1919,35.545
12/6/2020 3:30,67.51,98.14,96.97,26.61,51.19,6.89,69.615,14.1,11.98,13.16,86.52,163.29,100.5,68.29,128.82,174.26,32.83,27.2,157.25,145.6,73.54,78.77,112.74,33.32,14.38,35.59
12/6/2020 4:00,67.51,98.14,96.97,26.61,51.19,6.89,69.101,14.1,11.98,13.16,86.52,163.29,100.47,68.29,128.81,174.26,32.83,27.2,157.25,145.57,73.54,78.77,112.74,33.32,14.38,35.59
12/6/2020 21:30,69.44,100.88,98.99,27.12,53.2176,7.22,69.101,14.46,12.512,13.39,86.535,166.34,102.46,69.94,133.55,178.15,36.26,30.25,159.6,148.48,74.5,79.65,114.09,38.0458,16.855,38.8626
12/6/2020 22:00,69.09,100.26,98.5,26.98,53.1025,7.14,71.055,14.3224,12.53,13.32,86.54,166.03,102.52,69.63,133.24,177.285,35.8,30.28,159.07,147.71,74.32,79.05,113.57,38.29,16.85,38.4
12/6/2020 22:30,68.16,99.03,97.575,26.75,52.5601,6.96,71.055,14.3224,12.17,13.23,86.545,164.27,101.51,68.99,131.329,174.82,35.0011,29.2701,158,145.535,73.72,78.63,113.59,36.915,16.1962,37.02
12/6/2020 23:00,68.18,98.96,97.439,26.63,52.0141,7,71.055,13.9745,12.17,13.25,86.5487,164.69,101.2,69,131.4,175.105,34.73,29.0419,157.9,146.254,73.72,78.69,114.295,36.6662,16.0411,36.975
12/6/2020 23:30,68.9,100.01,98.25,26.74,52.73,7.0699,71.055,13.9745,12.33,13.3199,86.5483,166.35,102.08,69.69,133.08,177.02,35.5,29.97,158.79,147.49,74.11,79.01,115.18,38,16.7383,37.71
13/6/2020 0:00,68.63,99.71,97.82,26.71,52.785,7.03,71.055,13.9745,12.3559,13.27,86.55,165.71,101.466,69.52,132.43,176.558,35.2799,29.7439,157.75,146.91,73.62,78.52,114.51,37.885,16.53,37.58
13/6/2020 0:30,68.53,99.6,97.66,26.7,52.59,7.03,71.055,13.9745,12.42,13.28,86.545,165.34,101.33,69.35,132.06,176.23,35.485,29.8199,157.65,146.58,73.43,78.26,114.37,38.01,16.53,37.56
13/6/2020 1:00,68.03,98.78,96.91,26.49,52.6534,7.04,71.055,14.045,12.39,13.251,86.54,164.43,100.835,69.05,130.97,175.458,35.29,29.755,157.09,145.652,72.835,77.53,113.5,38.0201,16.58,37.4501
13/6/2020 1:30,67.2,97.76,96.05,26.27,51.7769,6.91,71.055,13.905,12.33,13.23,86.56,162.605,100.07,68.13,129.29,173.56,34.7876,29.245,155.22,143.91,72.365,77.02,111.74,37.31,16.09,36.89
13/6/2020 2:00,67.76,98.49,96.7,26.4499,51.925,6.957,71.055,13.93,12.36,13.26,86.555,164.36,100.5,68.67,130.75,175.075,35.33,29.5999,156.06,144.686,72.73,77.46,112.5,37.8499,16.3705,37.24
13/6/2020 2:30,67.92,98.97,97.03,26.53,52.1355,6.9501,70.1539,13.9575,12.3234,13.28,86.55,165.55,100.72,68.965,130.92,175.855,35.54,29.8422,157.32,145.5,73.07,77.6,113.25,38.55,16.4401,37.635
13/6/2020 3:00,67.95,98.645,96.86,26.51,52.18,7.03,70.4544,13.9575,12.369,13.28,86.55,164.7,100.695,68.88,130.88,175.505,35.62,30.08,156.71,145.29,72.83,77.49,112.76,38.865,16.475,37.935
13/6/2020 3:30,68.82,99.41,97.6,26.71,52.83,7.2,70.4544,14.14,12.52,13.35,86.55,166.08,101.47,69.57,132.73,178.15,35.865,30.43,157.88,147.25,73.57,77.73,114.1,39.66,16.74,38.47
13/6/2020 4:00,68.82,99.41,97.6,26.71,52.83,7.2,70.4817,14.14,12.52,13.35,86.55,166.18,101.48,69.57,132.72,178.18,35.87,30.43,157.88,147.27,73.57,77.73,114.1,39.66,16.74,38.47
15/6/2020 21:30,67.29,98.54,96.219,26.09,51.67,6.8,70.4817,13.74,12.16,13.17,86.56,164.07,101.7,68.3,129.885,173.7,34.45,28.8,156.32,145.18,73.19,76.73,112.28,36.75,15.64,36.47
15/6/2020 22:00,67.45,98.42,95.89,26.21,51.79,6.91,70.4817,13.74,12.2779,13.17,86.55,164.32,102.54,68.44,130.29,173.75,34.62,28.74,156.93,145.28,73.1,76.78,112.88,36.505,15.63,36.1
15/6/2020 22:30,67.99,98.49,96.14,26.33,52.19,7.04,70.4817,14.0872,12.2494,13.18,86.55,165.12,103.82,68.75,131.65,174.86,35.29,29.39,157.63,145.39,73.18,76.94,113.37,37.2,15.92,36.95
15/6/2020 23:00,68.05,98.77,96.57,26.4642,52.19,7.08,70.4817,14.34,12.48,13.23,86.55,165.4,104.13,68.92,131.39,175.17,35.317,29.39,158.25,145.52,73.37,76.87,113.41,37.76,15.96,37.01
15/6/2020 23:30,68.08,98.73,96.6,26.54,52.2939,7.08,70.4817,14.34,12.44,13.21,86.55,165.2,103.93,68.87,131.57,174.96,35.44,29.465,158.6,145.65,73.37,76.98,113.495,37.5606,15.93,37.1929
16/6/2020 0:00,68.63,99.28,96.94,26.64,52.2939,7.2,71.06,14.34,12.515,13.25,86.555,166.06,103.71,69.25,132.36,176.03,35.88,29.94,159.5,146.98,73.41,77.15,114.13,38.02,16.2338,37.6459
16/6/2020 0:30,69.03,99.42,97.23,26.73,53.02,7.29,71.06,14.675,12.61,13.23,86.545,166.71,104.91,69.57,133.2,177.3,36.48,30.445,160.13,147.38,73.63,77.355,114.65,39.1299,16.815,38.07
16/6/2020 1:00,69.04,99.51,97.19,26.761,53.4835,7.2799,71.06,14.675,12.5942,13.23,86.545,166.99,104.76,69.56,132.784,177.18,36.28,30.4299,159.51,147.44,73.44,77.225,114.775,38.9499,16.75,37.79
16/6/2020 1:30,68.74,99.57,97.16,26.55,53.24,7.22,71.06,14.675,12.5034,13.24,86.545,166.64,104.68,69.41,132.4,176.75,35.883,29.97,160.17,146.81,73.36,77.5,114.85,38.49,16.5299,37.135
16/6/2020 2:00,69.84,100.72,98.17,26.971,53.7619,7.3695,72.225,14.675,12.6277,13.305,86.545,168.91,106,70.45,134.03,178.61,36.34,30.44,161.65,149.1,74.35,78.32,115.92,39.06,16.77,37.87
16/6/2020 2:30,69.42,100.48,97.6,26.765,53.5549,7.3433,72.225,14.86,12.52,13.32,86.54,167.73,105.69,70.045,133.56,177.375,36.27,30.4868,161.81,148.27,74.1,77.92,115.68,38.67,16.575,37.74
16/6/2020 3:00,69.17,100.06,97.52,26.6937,53.535,7.32,72.0296,14.79,12.5586,13.2878,86.55,166.93,104.815,69.84,133.03,176.44,36.33,30.495,161.28,147.17,73.84,77.7,115.29,38.88,16.725,37.61
16/6/2020 3:30,69.5,100.37,97.82,26.85,53.54,7.31,72.0296,14.7,12.605,13.32,86.53,168.02,105.68,70.15,133.68,177.69,36.33,30.46,162.18,148.13,74.18,78.13,115.68,39,16.7,37.77
16/6/2020 4:00,69.5,100.37,97.82,26.85,53.54,7.31,71.8458,14.7,12.605,13.32,86.53,167.93,105.64,70.15,133.68,177.61,36.34,30.46,162.18,148.13,74.18,78.13,115.68,39,16.7,37.77
16/6/2020 21:30,71.88,103.1,99.91,27.6,55.3267,7.63,71.8458,15.0298,12.83,13.42,86.53,172.92,107.81,71.87,137.695,182.411,37.51,32.175,166.23,151.65,75.58,79.725,118.04,41.55,17.8598,39.69
16/6/2020 22:00,71.975,103.28,100.54,27.73,55.335,7.71,71.8458,15.126,12.93,13.41,86.525,172.99,107.03,71.59,138.38,182.32,37.35,32.07,165.21,151.795,75.2,80.11,118.51,41.42,17.695,39.84
16/6/2020 22:30,70.05,101.47,99.08,27.21,54.3463,7.38,71.8458,15,12.68,13.28,86.555,169.113,104.23,69.95,133.83,177.405,36.17,30.916,162.82,148.294,73.765,78.45,116.18,40,16.82,38.295
16/6/2020 23:00,70.99,102.43,99.8,27.4701,54.56,7.54,73.4273,15,12.8406,13.29,86.545,170.975,105.34,70.7,135.59,179.24,35.7699,31.3601,162.86,149.395,74.45,78.76,117.425,40.65,17.107,38.88
16/6/2020 23:30,70.79,102.51,100.12,27.33,54.515,7.47,73.4273,15,12.8,13.27,86.545,170.56,105.57,70.62,135.34,178.98,36.34,31.2599,162.74,148.86,74.43,78.77,116.69,40.4124,17.04,38.43
17/6/2020 0:00,71.05,102.41,100.24,27.38,54.54,7.51,73.05,15,12.7859,13.3,86.545,171.6,106.19,70.91,135.92,180.17,36.55,31.4,163.33,149.485,74.45,78.8,116.84,40.52,17.045,38.4816
17/6/2020 0:30,71.2,102.68,100.54,27.5,54.6595,7.52,73.5001,15.035,12.81,13.31,86.54,172.46,106.2,71.08,136.36,180.83,36.615,31.39,164.25,150.13,74.6,78.9,117.08,40.64,17.087,38.47
17/6/2020 1:00,71.27,102.66,100.74,27.54,54.95,7.52,73.5001,15.035,12.809,13.31,86.535,172.27,106.39,71.12,136.493,180.95,36.65,31.4,164.43,150.28,74.68,78.895,117.75,40.62,17.055,38.42
17/6/2020 1:30,70.94,102.37,100.4,27.44,54.745,7.49,73.5001,14.98,12.755,13.3,86.535,171.52,105.82,70.76,135.95,179.98,36.45,31.24,163.29,149.52,74.58,78.425,117.36,40.25,16.97,38.17
17/6/2020 2:00,71.19,102.49,100.48,27.48,54.62,7.57,73.5001,15.04,12.7564,13.3,86.5399,172.025,105.95,71.02,136.08,180.52,36.69,31.43,163.23,149.99,74.31,78.6,117.65,40.414,17.08,38.405
17/6/2020 2:30,71.1,102.435,100.47,27.43,54.7835,7.56,73.5001,15.08,12.7799,13.3,86.54,171.72,105.66,70.835,135.67,180.15,36.6,31.385,163.01,149.46,74.14,78.22,117.48,40.41,17.045,38.32
17/6/2020 3:00,70.76,102.12,100.12,27.19,54.4399,7.5317,73.7666,14.91,12.72,13.3,86.53,171.12,105.38,70.52,135.38,179.56,36.5,31.23,162.335,149.04,74.005,77.97,117.02,40.1877,16.919,38.1036
17/6/2020 3:30,70.86,102.51,100.26,27.16,54.33,7.57,73.7666,15,12.66,13.29,86.52,171.08,105.91,70.36,135.67,178.73,36.58,31.33,162.27,148.63,73.98,78.09,116.69,40.21,17.03,38.23
17/6/2020 4:00,70.86,102.51,100.23,27.16,54.332,7.57,73.345,15.0013,12.66,13.29,86.52,170.97,105.83,70.36,135.54,178.73,36.57,31.3,162.27,148.6,73.98,78.09,116.69,40.21,17.03,38.21
17/6/2020 21:30,70.58,102.83,100.37,26.8699,54.39,7.286,73.345,14.8638,12.62,13.39,86.55,172.625,107.5,70.59,135.31,178.985,35.975,30.2801,162.98,148.32,74.5,78.795,119.715,38.92,16.395,37.19
17/6/2020 22:00,70.4,102.58,100.1,26.81,54.58,7.28,72.6765,14.8638,12.5271,13.41,86.5434,171.87,107.25,70.175,135.57,178.03,35.87,30.22,162.25,148.18,74.22,78.74,119.1,38.38,16.2545,36.8
17/6/2020 22:30,70.69,103.06,100.43,26.9,54.4,7.37,72.6765,14.94,12.6084,13.39,86.54,172.23,107.88,70.29,136.725,177.92,36.08,30.48,162.945,147.825,74.145,78.93,119.2,38.85,16.55,37.3957
17/6/2020 23:00,70.51,102.89,100.19,26.86,54.39,7.31,72.692,14.94,12.48,13.39,86.5433,171.96,107.925,70.03,136.13,176.755,35.82,30.415,163.145,147.22,73.97,78.92,119.585,38.56,16.4,37.17
17/6/2020 23:30,70.7963,103.06,100.44,27.03,54.2895,7.315,72.692,14.925,12.5108,13.39,86.54,172.2,108.26,70.22,136.84,177.71,36.1268,30.625,162.84,147.565,74.12,79.29,120.49,38.7,16.5103,37.43
18/6/2020 0:00,70.72,102.97,100.4,27.0037,54.36,7.299,72.692,14.9195,12.52,13.39,86.54,172.41,107.842,70.185,136.455,177.91,35.9853,30.5089,163.31,147.84,73.86,78.95,120.2,38.735,16.48,37.36
18/6/2020 0:30,70.83,103.22,100.61,27.06,54.5,7.31,72.692,14.92,12.45,13.3661,86.535,172.34,108.28,70.375,136.8,178.14,35.8859,30.54,164.2,148.485,74.205,79.1,120.68,38.6838,16.555,37.31
18/6/2020 1:00,70.995,103.33,100.75,27.155,54.5,7.325,72.692,14.99,12.413,13.43,86.53,172.92,108.46,70.6798,136.71,179.095,36.23,30.77,164.57,148.93,74.37,79.29,121.025,38.93,16.81,37.54
18/6/2020 1:30,70.96,103.2,100.75,27.1801,54.64,7.31,72.692,14.955,12.421,13.4362,86.5383,172.8,108.065,70.72,136.58,179.22,36.25,30.83,164.325,149.1,74.24,79.33,121.15,39.0187,16.7901,37.59
18/6/2020 2:00,70.89,103.29,100.67,27.185,54.5781,7.2751,73.0632,14.955,12.43,13.395,86.535,173.025,107.905,70.69,136.41,179.52,36.372,30.928,164.44,148.86,74.19,79.19,120.91,39.08,16.8044,37.51
18/6/2020 2:30,70.74,103.04,100.46,27.1185,54.729,7.2594,73.0632,14.86,12.5099,13.41,86.545,172.63,107.62,70.54,136,179.26,36.57,30.935,164.178,148.76,73.97,78.94,120.525,39.228,16.91,37.66
18/6/2020 3:00,70.45,102.57,100.17,27.0412,54.3501,7.23,73.0632,14.86,12.47,13.38,86.55,172.26,107.125,70.21,135.48,178.4,36.18,30.74,163.4,148.1,73.65,78.62,119.92,38.9964,16.85,37.44
18/6/2020 3:30,70.35,102.55,100.13,27,54.27,7.16,72.88,14.675,12.4,13.36,86.55,171.18,106.99,69.9,135.57,177.01,36.31,30.72,163.36,147.24,73.98,78.64,119.82,39.25,16.98,37.38
18/6/2020 4:00,70.35,102.49,100.13,27,54.27,7.16,72.7434,14.6747,12.4,13.36,86.55,171.17,106.99,69.9,135.66,176.97,36.31,30.72,163.36,147.26,73.98,78.64,119.82,39.25,16.98,37.41
18/6/2020 21:30,70.11,102.52,99.52,26.9904,54.31,7.15,72.82,14.52,12.36,13.45,86.56,170.835,107.44,69.66,138.185,175.05,35.61,30.03,164.435,145.7,74.68,78.09,119.03,38.35,16.5255,36.46
18/6/2020 22:00,70.49,102.46,99.42,26.86,54.555,7.319,72.82,14.52,12.47,13.45,86.555,171.27,107.8,69.79,138.815,175.31,36.26,30.875,163.27,146.28,74.07,77.64,118.62,39.78,16.9899,37.45
18/6/2020 22:30,70.61,102.88,99.77,26.96,54.39,7.31,72.82,14.52,12.43,13.5,86.55,171.64,108.48,69.85,138.842,176.02,36.229,30.635,164.33,146.49,74.48,77.65,118.85,39.69,16.765,37.32
18/6/2020 23:00,70.32,102.87,99.919,26.86,54.145,7.2299,72.82,14.52,12.39,13.5,86.557,170.75,107.68,69.54,137.94,175.58,35.765,30.2499,165.35,145.52,74.19,77.36,118.88,38.95,16.56,36.795
18/6/2020 23:30,70.06,102.605,99.7,26.8,53.9768,7.21,72.82,14.52,12.37,13.5,86.55,170.12,107.195,69.35,137.175,174.66,35.7,30.14,164.96,144.68,73.98,77.15,118.594,38.54,16.5058,36.67
19/6/2020 0:00,70.18,102.66,99.93,26.8349,53.9701,7.28,72.82,14.74,12.37,13.5025,86.55,170.6,107.305,69.42,137.99,175.43,35.91,30.3799,165.62,145.535,73.9,77.28,118.945,38.9068,16.647,36.7803
19/6/2020 0:30,70.12,102.68,99.89,26.8,54.0161,7.26,72.2875,14.815,12.3105,13.48,86.545,170.85,107.19,69.39,138.51,175.65,35.905,30.3365,165.45,145.84,73.87,77.65,119.13,38.76,16.53,36.7358
19/6/2020 1:00,70.25,102.715,99.86,26.83,54.26,7.265,72.2875,14.815,12.36,13.4766,86.545,170.714,107.52,69.52,139.02,176,35.84,30.4,165.325,145.535,73.93,77.78,119.56,38.78,16.567,36.88
19/6/2020 1:30,70.25,102.89,99.97,26.87,54.26,7.278,72.2875,14.7527,12.3457,13.47,86.5409,170.66,107.385,69.38,138.875,175.94,35.94,30.59,165.23,145.36,73.89,77.785,119.62,38.97,16.57,36.9729
19/6/2020 2:00,70.18,102.63,99.705,26.88,54.28,7.29,72.2875,14.7527,12.349,13.4856,86.5409,170.587,107.4,69.39,139.15,175.42,35.9866,30.62,164.95,145.32,73.78,77.76,119.195,38.957,16.537,37.02
19/6/2020 2:30,69.94,102.45,99.53,26.89,54.299,7.26,72.2875,14.8075,12.346,13.4856,86.545,170.53,107.03,69.37,138.56,175.11,35.665,30.48,164.63,145.14,73.58,77.62,118.77,38.79,16.4145,36.91
19/6/2020 3:00,69.935,102.56,99.6,26.92,54.105,7.25,72.2875,14.8075,12.346,13.45,86.545,171.03,107.015,69.31,138.44,174.66,35.72,30.5377,164.8,145.09,73.54,77.5256,118.55,38.9,16.42,37.305
19/6/2020 3:30,70.09,102.95,99.79,26.96,54.35,7.25,72.2875,14.75,12.34,13.46,86.54,170.82,107.58,69.47,138.39,174.3,35.83,30.81,164.68,144.97,73.62,77.86,119.3,39.34,16.49,37.43
19/6/2020 4:00,70.09,102.95,99.79,26.96,54.35,7.25,72.6165,14.7536,12.34,13.46,86.54,170.85,107.58,69.47,138.39,174.38,35.85,30.79,164.68,145.02,73.62,77.86,119.3,39.34,16.49,37.45
19/6/2020 21:30,70.59,104.05,100.86,27.28,54.63,7.37,72.6165,14.98,12.445,13.565,86.56,170.25,108.23,69.44,139.5,173.965,36.08,30.91,165.42,146.22,74.11,78.1525,118.83,39.1599,16.58,37.7
19/6/2020 22:00,70.56,104.05,100.95,27.24,54.4501,7.35,72.6165,15.0181,12.45,13.63,86.56,170.28,108.54,69.33,139.4,173.54,36.068,30.91,164.41,145.63,73.78,78.29,118.295,39.17,16.5501,37.4039
19/6/2020 22:30,70.3,103.71,100.89,27.11,54.3227,7.34,73.0457,15.0181,12.4658,13.55,86.5549,169.99,108.07,69.1,139.18,173.15,36.06,30.91,164.01,144.87,73.71,78.115,117.37,38.8558,16.46,37.59
19/6/2020 23:00,70.245,103.72,100.93,27.04,54.4101,7.35,73.0457,14.975,12.48,13.52,86.555,169.475,108.005,69.07,139.305,172.52,35.99,30.895,163.77,144.955,73.28,77.89,117.72,38.96,16.689,37.4198
19/6/2020 23:30,70.16,103.51,100.715,27.015,54.2501,7.32,73.0457,14.9,12.4,13.4997,86.56,169.18,107.73,69.06,139.67,172.44,35.905,30.86,163.65,145.36,73.395,77.99,117.705,38.8,16.575,37.38
20/6/2020 0:00,69.49,102.52,100.06,26.82,53.5921,7.2,73.0457,14.9,12.34,13.45,86.575,168.07,106.99,68.265,137.585,170.5,35.32,30.23,162.565,143.72,72.77,77.58,117.02,37.68,16.13,36.81
20/6/2020 0:30,69.73,103.07,100.375,26.88,53.555,7.21,73.0457,14.9,12.37,13.49,86.565,168.576,107.3,68.47,137.88,171.11,35.39,30.24,163.795,143.95,73.06,77.79,117.48,37.8149,16.26,36.74
20/6/2020 1:00,69.22,102.44,100.16,26.81,53.5417,7.18,73.0457,14.9,12.32,13.47,86.565,167.92,106.94,68.22,137.01,170.46,34.83,29.77,163.01,143.42,72.545,77.42,117.09,36.965,15.95,36.22
20/6/2020 1:30,68.93,102.14,100.01,26.68,53.5417,7.12,73.0457,14.9,12.219,13.47,86.565,167.485,107.02,67.97,135.85,169.59,34.355,29.34,162.356,142.95,72.48,77.34,116.57,36.3499,15.6799,35.74
20/6/2020 2:00,68.955,101.9,99.955,26.67,52.941,7.13,73.0457,14.9,12.21,13.41,86.56,167.225,106.8,67.94,136.307,169.54,34.55,29.435,162.12,142.705,72.7,77.54,116.63,36.62,15.7699,36.02
20/6/2020 2:30,69.445,102.4,100.5,26.83,53.3801,7.205,73.0457,14.9,12.2407,13.46,86.555,168.86,107.86,68.46,137.69,171.38,34.8858,29.73,163.45,143.82,73.125,77.9,117.19,37.049,15.9765,36.49
20/6/2020 3:00,69.58,102.64,100.74,26.8,53.54,7.1867,73.0457,14.6899,12.27,13.47,86.555,169.28,108.03,68.64,137.54,171.82,34.78,29.66,163.75,144.04,73.3,78.015,117.35,37.065,15.925,36.36
20/6/2020 3:30,69.23,102.24,100.75,26.29,53.34,7.07,73.0457,14.51,12.31,13.45,86.56,167.76,107.77,67.99,137.56,170.44,34.53,29.52,168.21,144.3,73.55,77.75,117.6,36.84,16,36.29
20/6/2020 4:00,69.23,102.24,100.75,26.29,53.34,7.07,72.2808,14.51,12.31,13.45,86.56,167.85,107.77,67.99,137.63,170.26,34.55,29.51,168.21,144.27,73.55,77.75,117.6,36.84,16,36.29
22/6/2020 21:30,68.52,102.67,99.51,26.29,52.72,7.0492,71.7,14.44,12.08,13.6017,86.5683,166.8,106.06,67.63,136.3,168.278,34.405,29.169,167.66,142.18,72.21,76.41,115.86,36.4595,15.23,35.8
22/6/2020 22:00,68.77,102.96,99.41,26.45,52.7636,7,71.7,14.44,12.17,13.64,86.5609,168.08,106.8,68.1,137.11,169.25,34.495,29.09,168.855,143.45,73.07,76.555,117.06,36.257,15.12,35.77
22/6/2020 22:30,68.28,102.8,99.01,26.45,52.21,6.94,71.7,14.45,12.136,13.64,86.56,166.84,105.96,67.64,135.51,167.69,34.055,28.88,167.095,142.165,73.06,75.82,116.16,35.71,14.93,35.72
22/6/2020 23:00,68.48,103.05,99.38,26.482,52.345,6.95,71.7,14.38,12.19,13.58,86.57,167.72,105.98,67.77,135.52,167.9,34.315,28.9002,167.245,142.85,73.71,75.78,116.92,36.02,14.855,35.93
22/6/2020 23:30,68.54,103.223,99.33,26.5,52.3601,6.96,71.7,14.485,12.12,13.58,86.5609,167.61,106.06,67.85,135.45,168.615,34.21,28.9439,167.38,142.91,74.46,76.465,117.08,36,14.8381,35.77
23/6/2020 0:00,68.85,103.6,99.95,26.55,52.76,7,71.7,14.485,12.185,13.62,86.565,168.49,106.29,68.27,136.12,169.62,34.295,29.175,167.87,144.1,74.85,76.87,117.54,36.29,14.8899,36.075
23/6/2020 0:30,69.01,103.63,99.84,26.55,52.91,7.08,71.2842,14.4783,12.18,13.6399,86.56,168.525,105.92,68.4,136.89,170.545,34.66,29.675,167.25,144.725,75.15,76.97,117.71,36.855,14.996,36.46
23/6/2020 1:00,68.86,103.515,99.92,26.52,52.825,7.08,71.2842,14.4783,12.15,13.611,86.55,167.61,105.649,68.13,136.264,169.65,34.58,29.515,166.06,144.26,74.6707,76.745,117.23,36.5701,15.14,36.41
23/6/2020 1:30,68.92,103.67,100.03,26.53,52.785,7.0701,71.2842,14.5612,12.14,13.62,86.5517,167.78,106.29,68.265,136.69,169.99,34.51,29.575,165.23,145.12,74.66,76.79,116.7,36.775,14.995,36.52
23/6/2020 2:00,68.965,103.678,99.93,26.54,52.755,7.02,71.1,14.5015,12.1,13.6174,86.555,168.09,107.1,68.34,136.83,170.42,34.21,29.3101,165.24,145.32,74.65,76.98,116.77,36.4,14.9099,36.27
23/6/2020 2:30,69.22,103.89,100.03,26.54,52.8146,7.0301,71.31,14.5015,12.172,13.6174,86.55,168.49,107.42,68.55,137.52,170.63,34.49,29.5424,165.01,145.935,74.95,77.26,117.31,36.88,15.11,36.56
23/6/2020 3:00,68.87,103.52,99.685,26.41,52.6117,7,71.275,14.5015,12.16,13.6,86.549,167.63,106.83,68.27,136.86,170.15,34.27,29.29,163.7,145.29,74.53,76.84,116.93,36.487,14.835,36.4
23/6/2020 3:30,69.04,103.88,99.94,26.51,52.76,7.03,71.275,14.58,12.19,13.57,86.55,168.16,106.9,68.62,137.29,171.39,34.33,29.31,163.49,145.58,74.57,77.05,117.14,36.53,14.92,36.48
23/6/2020 4:00,69.04,103.88,99.94,26.51,52.76,7.03,71.4638,14.58,12.19,13.57,86.54,168.2,106.9,68.6,137.38,171.47,34.36,29.31,163.5,145.56,74.575,77.04,117.13,36.54,14.92,36.47
23/6/2020 21:30,69.27,104.76,100.41,26.59,52.921,7.11,71.4638,14.645,12.1991,13.54,86.55,169.72,108.66,69.01,138.11,173.06,34.35,29.34,165.48,145,74.9,77.12,119.33,36,14.035,36.32
23/6/2020 22:00,69.375,105.055,100.87,26.51,52.921,7.095,71.4638,14.645,12.17,13.53,86.555,170.6,109.53,69.58,139.24,174.3,34.12,29.1074,166.72,147.27,75.4,77.645,120.19,35.28,13.885,35.95
23/6/2020 22:30,69.05,104.88,100.615,26.34,52.7701,7.05,71.4638,14.645,12.13,13.545,86.549,169.66,109.2,69.11,138.26,173.37,34.142,28.9901,166.24,146.3,75.27,77.24,119.62,35.33,13.865,35.96
