,XLI US Equity,XLK US Equity,XLV US Equity,FXU US Equity,XTN US Equity,FXN US Equity,PSCC US Equity,ENFR US Equity,BIZD US Equity,DBB US Equity,SHY US Equity,UNP US Equity,UPS US Equity,CSX US Equity,FDX US Equity,NSC US Equity,LUV US Equity,DAL US Equity,ODFL US Equity,KSU US Equity,EXPD US Equity,CHRW US Equity,JBHT US Equity,UAL US Equity,AAL US Equity,ALK US Equity
30/4/2020 22:30,64.445,91.52,100.145,26.47,48.6722,6.46,68.7914,14.0475,10.745,12.52,86.68,160.15,94.14,66.74,126.79,174.31,31.09,26.28,145.66,133.24,71.91,71.74,102.305,29.64,12.0399,32.82
30/4/2020 23:00,64.21,91.57,100.12,26.35,48.5,6.46,68.7914,14.0573,10.679,12.52,86.69,159.63,94.102,66.6,127.18,172.83,30.83,26.16,145.5,132.91,71.815,71.57,101.68,29.4301,11.9819,32.75
30/4/2020 23:30,64.0375,91.12,99.68,26.27,48.39,6.4299,68.7736,13.9465,10.6312,12.52,86.7011,159.73,93.72,66.62,126.55,171.805,30.965,25.925,145.06,133.06,71.95,71.53,100.955,29.09,11.72,32.495
1/5/2020 0:00,63.875,90.883,99.565,26.21,48.12,6.3815,68.7736,13.8575,10.6453,12.52,86.695,158.99,93.73,66.4,126.46,172.33,30.73,25.8967,144.96,131.98,71.77,71.61,101.175,29.1944,11.87,32.09
1/5/2020 0:30,64.21,91.27,99.7,26.38,48.3193,6.3801,68.7736,13.825,10.7,12.51,86.698,159.12,94.01,66.57,126.79,172.14,31.03,26.16,145.39,133.11,72.2,71.56,101.7,29.6,12.1125,32.58
1/5/2020 1:00,64.11,91.24,99.72,26.36,48.22,6.31,68.2456,13.7736,10.7,12.51,86.685,158.79,94.29,66.43,126.45,171.55,31.095,25.8157,145,132.87,72.045,71.44,101.77,29.43,12.12,32.51
1/5/2020 1:30,64.03,91.18,99.29,26.31,48.05,6.33,68.2456,13.7773,10.69,12.51,86.685,158.517,94.06,66.29,126.41,170.94,30.955,25.8,145.14,132.03,71.78,71.4,101.89,29.26,11.855,32.32
1/5/2020 2:00,64.15,91.39,99.54,26.25,48.18,6.41,67.9745,13.7773,10.674,12.51,86.685,159.33,94.65,66.41,126.47,171.49,31,25.705,145.43,131.695,71.92,71.42,102.39,29.31,11.9401,32.27
1/5/2020 2:30,64.0575,91.08,99.32,26.245,48.18,6.4621,67.9745,13.79,10.729,12.51,86.68,159.23,94.78,66.3,126.45,170.66,31.16,25.728,145.23,131.15,71.78,71.13,101.76,29.31,11.935,32.3
1/5/2020 3:00,64.32,91.535,99.775,26.421,48.275,6.4344,67.9745,13.79,10.7266,12.525,86.665,159.68,95.06,66.39,126.77,171.56,31.395,25.93,145.28,131.52,72.01,71.13,101.82,29.875,12.0686,32.69
1/5/2020 3:30,64.21,91.41,99.73,26.31,48.04,6.47,67.9745,13.79,10.78,12.48,86.8,159.52,94.59,66.23,126.81,170.94,31.26,25.93,145.29,130.54,71.605,70.9,101.12,29.5799,12.01,32.56
1/5/2020 4:00,64.21,91.41,99.73,26.31,48.04,6.47,67.9507,13.79,10.78,12.48,86.8,159.79,94.66,66.23,126.77,171.1,31.25,25.91,145.29,130.55,71.605,70.9,101.12,29.58,12.01,32.52
1/5/2020 21:30,62.52,90.2,98.09,25.6619,46.2401,6.04,67.9507,13.1,10.259,12.43,86.59,156.3,93.02,64.975,122.11,167.85,29.8,24.47,144.71,126.69,70.57,70.02,100.19,27.72,11.0978,30.18
1/5/2020 22:00,62.38,90.14,98.005,25.6659,46.285,6.07,67.9507,13.06,10.2684,12.38,86.595,156.29,93.07,65.22,121.56,168.61,29.48,24.28,144.08,127.23,71.09,69.55,99.94,27.29,11.0958,30.32
1/5/2020 22:30,62.47,90.39,97.87,25.74,46.4425,6.16,67.9507,13.06,10.37,12.3962,86.59,156.68,93.185,65.33,121.415,169.51,29.59,24.3758,145,127.93,71.39,69.875,100.592,27.48,11.11,30.39
1/5/2020 23:00,62.18,89.87,97.68,25.59,46.38,6.07,67.9507,13.22,10.359,12.385,86.595,155.39,92.42,64.975,120.795,168.77,29.27,24.21,147.21,127,71.4,70.005,100.53,27.21,11.005,30.2
1/5/2020 23:30,62,89.33,97.4,25.51,46.11,5.89,67.9507,13.14,10.23,12.3799,86.6041,155.12,92.26,64.87,119.96,167.93,28.95,23.99,149.095,127.02,71.3,70.185,100.78,26.61,10.8,29.97
2/5/2020 0:00,62.055,89.14,97.22,25.53,46.369,5.9471,67.9507,13.28,10.28,12.38,86.605,155.66,92.495,64.92,119.85,168.39,28.92,23.96,149.56,127.345,71.53,70.39,101.31,26.6569,10.86,29.93
2/5/2020 0:30,62.13,88.97,97.25,25.59,46.23,5.95,67.9507,13.21,10.24,12.38,86.605,155.89,92.15,64.91,119.08,168.74,29.17,23.9399,147.87,127.465,71.28,70.155,101.13,26.475,10.84,29.84
2/5/2020 1:00,62.31,88.92,97.175,25.53,46.28,6,67.9507,13.19,10.21,12.36,86.605,156.61,92.14,64.93,119.515,169.14,29.235,24.22,148.05,128,71.24,70.19,101.06,26.825,10.785,30.015
2/5/2020 1:30,62.1169,88.85,97.2,25.5281,46.25,5.94,67.9507,13.18,10.269,12.38,86.595,155.98,92.05,64.89,118.73,168.77,29.2585,24.04,147.74,127.55,71.18,70.03,100.74,26.7,10.68,29.95
2/5/2020 2:00,62.25,89.06,97.33,25.62,46.3346,5.9701,67.9507,13.19,10.3048,12.3665,86.595,156.365,91.97,64.96,118.54,169.075,29.27,24.144,147.7,127.45,71.32,70.15,100.81,26.74,10.79,30.105
2/5/2020 2:30,62.24,89.09,97.38,25.59,46.3899,5.9399,67.9507,13.15,10.31,12.38,86.585,156.53,91.97,64.94,118.032,169.48,29.2731,24.1827,147.375,127.86,71.48,70.4,100.92,26.71,10.76,30.08
2/5/2020 3:00,62.29,89.015,97.583,25.5834,46.3161,5.922,67.9507,13.13,10.315,12.38,86.5937,156.69,91.94,64.91,117.75,169.78,29.245,24.1354,147.26,128.195,71.47,70.4,101.17,26.505,10.7,29.95
2/5/2020 3:30,62.27,88.9,97.83,25.61,46.43,5.93,67.9507,13.2,10.28,12.34,86.6,156.64,91.89,64.99,118.16,170.9,29.23,24.13,147.03,128.18,71.36,70.83,100.865,26.62,10.64,30.11
2/5/2020 4:00,62.27,88.9,97.83,25.61,46.43,5.93,67.9507,13.2,10.28,12.34,86.6,156.64,91.9,65,118.2,170.73,29.23,24.12,147.03,128.36,71.36,70.83,100.865,26.62,10.64,30.11
4/5/2020 21:30,61,88.81,97.41,25.38,45.215,6.02,65.9675,13.2,10.0553,12.34,86.6,154.42,89.61,63.89,115.03,167.79,27.3589,22.04,145.445,124.95,69.69,69.38,97.77,24.6228,9.745,27.92
4/5/2020 22:00,60.98,89.13,97.04,25.3774,45.6558,6.077,66.16,13.23,10.16,12.31,86.6085,154.05,90.25,63.55,116.24,166.74,27.2898,22.16,146.08,125.33,70.4,69.55,98.34,24.57,9.7789,28.11
4/5/2020 22:30,60.67,89.13,97,25.38,45.37,6.05,66.16,13.23,10.085,12.32,86.61,153.55,90.12,63.39,115.465,165.46,26.905,21.84,145.345,123.26,70.25,69.37,97.71,24.035,9.615,27.78
4/5/2020 23:00,60.68,89.29,97.21,25.4,45.0728,5.9976,66.16,13.19,10.0119,12.29,86.61,152.57,90.35,63.12,115.395,165.16,27.105,21.96,144.81,123.03,70.24,69.57,97.06,24.1732,9.5766,27.85
4/5/2020 23:30,60.71,89.52,97.34,25.45,45.1006,5.98,66.16,13.11,10,12.31,86.615,153.26,90.3,63.14,115.54,165.91,27.105,22.01,145.675,123.305,70.255,69.49,96.855,24.26,9.56,28.06
5/5/2020 0:00,61.125,89.41,97.39,25.495,45.26,6.035,66.16,13.11,10.02,12.33,86.609,154.191,90.905,63.55,116.696,167.36,27.0499,21.91,146.27,123.925,70.655,69.79,98.24,24.19,9.575,27.945
5/5/2020 0:30,61.0991,89,97.06,25.41,45.172,6.045,66.16,13.11,10.01,12.31,86.605,154.01,90.63,63.45,115.88,166.91,27.065,22.09,146.16,123.755,70.42,69.79,98.95,24.375,9.65,28.045
5/5/2020 1:00,60.95,88.94,97.125,25.42,45.06,5.99,66.16,13.13,9.9,12.31,86.615,153.89,90.69,63.25,115.564,166.62,27.083,21.9801,146.33,123.39,70.6,69.74,99.38,24.4,9.535,28.005
5/5/2020 1:30,60.98,89.27,97.285,25.53,45.26,6.0299,66.16,13.0229,9.9734,12.33,86.6174,153.985,90.705,63.395,115.44,167,27.065,21.885,146.94,123.6,70.63,70.09,99.98,24.625,9.515,28.0699
5/5/2020 2:00,60.965,89.25,97.27,25.47,45.16,6.0433,66.16,13.0229,9.99,12.32,86.61,153.84,90.86,63.4,115.67,166.89,27.105,21.9358,147.32,123.435,70.8,70.26,99.58,24.615,9.51,27.83
5/5/2020 2:30,61.16,89.58,97.5,25.54,45.25,6.08,66.16,13.0229,9.9573,12.32,86.61,154.22,90.62,63.55,116.03,167.46,27.435,22.355,147.6,123.6,70.96,69.985,99.72,25.175,9.6999,28.32
5/5/2020 3:00,61.28,89.84,97.81,25.64,45.45,6.18,66.16,13.21,10.0311,12.325,86.615,154.39,90.71,63.51,116.09,167.46,27.5,22.4699,147.35,123.59,70.99,69.77,99.77,25.16,9.7533,28.535
5/5/2020 3:30,61.48,90.08,97.78,25.69,45.66,6.26,66.16,13.31,10.04,12.32,86.6,154.82,90.44,63.74,115.85,168,27.61,22.597,148.07,123.89,71.42,69.94,100.38,25.26,9.82,28.71
5/5/2020 4:00,61.48,90.08,97.78,25.69,45.66,6.26,66.5571,13.31,10.04,12.32,86.6,154.82,90.44,63.74,115.85,168.01,27.56,22.57,148.07,123.93,71.42,69.94,100.38,25.26,9.82,28.77
5/5/2020 21:30,62.49,91.83,99.15,26.19,46.7972,6.495,66.89,13.7055,10.47,12.37,86.6,158.61,92.25,64.83,119.83,172.605,27.7299,23.0187,149.76,126.125,74.15,71.18,101.06,25.8101,10.1686,29.86
5/5/2020 22:00,62.125,91.62,99.4,25.99,46.25,6.34,66.89,13.61,10.46,12.37,86.605,157.82,92.102,64.58,119.36,172.355,26.75,22.221,150.07,125.87,73.435,70.535,101.12,24.8595,9.669,28.6
5/5/2020 22:30,62.09,91.784,99.62,26.05,46.08,6.3,67.5799,13.57,10.43,12.37,86.61,157.71,92.141,64.33,120.01,172.158,26.885,22.1,150.73,125.51,72.73,71.05,101.41,24.8222,9.633,28.825
5/5/2020 23:00,62.23,91.91,100.01,26.13,46.31,6.31,67.5799,13.6,10.5694,12.37,86.6016,157.08,92.69,64.08,119.31,171.68,26.885,22.145,151.225,125.705,72.9,71.08,101.025,24.8672,9.755,29.01
5/5/2020 23:30,62.19,92.075,100.095,26.13,46.44,6.37,67.5799,13.6,10.63,12.39,86.5988,157.31,92.65,64.01,119.424,171.377,27.17,22.3008,150.92,125.195,72.685,71.04,100.62,24.9558,9.815,29.52
6/5/2020 0:00,62.27,91.95,100.16,26.1599,46.45,6.38,67.5799,13.592,10.65,12.41,86.595,157.4,93.07,63.93,119.415,171.44,27.085,22.185,151.51,125.24,72.92,71.39,100.735,24.9,9.805,29.6384
6/5/2020 0:30,62.1779,91.975,100.1,26.06,46.286,6.35,67.5799,13.592,10.56,12.42,86.6,157,93.335,64.01,119.015,171.34,27,22.075,152.4,125.26,72.7,71.18,100.96,24.805,9.725,29.8701
6/5/2020 1:00,62.12,92.14,100.33,26.03,46.3803,6.33,67.5799,13.53,10.51,12.4201,86.6,156.47,93.56,64.05,118.88,171.19,26.94,22.145,153.07,125.16,72.99,71.32,100.7,24.8633,9.68,29.9906
6/5/2020 1:30,62.21,92.27,100.4,26.0462,46.28,6.32,67.5799,13.52,10.475,12.4201,86.5975,156.57,93.39,64.03,118.585,171.45,26.82,22.0396,153.6,125.88,72.79,71.28,101.15,24.815,9.6725,29.3
6/5/2020 2:00,62.21,92.386,100.535,26.1088,46.3481,6.2702,67.1855,13.52,10.3901,12.4201,86.595,156.25,93.431,63.95,118.775,171.26,26.71,22.055,154.03,125.97,73.67,71.45,101.091,24.8155,9.645,29.455
6/5/2020 2:30,62.25,92.47,100.59,26.13,46.3481,6.245,67.1855,13.52,10.365,12.42,86.6,156.92,93.2,64.11,118.487,171.72,26.665,22.04,154.135,126.195,73.61,71.41,101.45,24.46,9.605,29.23
6/5/2020 3:00,61.84,91.63,100,25.91,46,6.16,66.4825,13.4168,10.2301,12.41,86.59,156.06,92.85,63.8,117.386,171.13,26.25,21.685,152.82,125.33,73.09,71.12,100.935,24.1301,9.515,29.07
6/5/2020 3:30,61.72,91.32,99.86,25.88,46,6.11,66.4825,13.45,10.3,12.41,86.59,156.18,92.71,63.77,117.61,171.14,26.42,21.71,153.64,125.4,72.9,71.13,101.04,24.12,9.51,28.97
6/5/2020 4:00,61.72,91.32,99.9,25.88,46,6.11,65.8944,13.45,10.3,12.41,86.59,156.38,92.71,63.77,117.67,171.36,26.42,21.71,153.64,125.4,72.9,71.13,101.04,24.12,9.51,28.97
6/5/2020 21:30,61.33,92.19,99.65,25.4673,45.5,5.995,66.77,13.4099,10.28,12.56,86.597,155.53,93.39,63.13,116.17,170.58,25.6,21.2084,154.02,125.75,72.21,69.985,100.59,23.28,9.2278,27.786
6/5/2020 22:00,61.395,92.14,99.8,25.5027,45.7771,6.1,66.77,13.4099,10.35,12.567,86.6,155.7,93.86,63.04,117.1,171.01,25.5287,21.31,153.602,125.64,71.89,70.59,100.73,23.5358,9.295,28.17
6/5/2020 22:30,61.53,92.54,100.29,25.58,45.9,6.04,66.77,13.4099,10.4113,12.58,86.61,156.27,94.11,63,117.47,171.98,25.29,21.1331,153.65,126.06,72.28,70.98,100.78,23.11,9.2312,28.149
6/5/2020 23:00,61.19,92.48,100.06,25.37,45.53,5.96,66.77,13.4099,10.4,12.55,86.605,155.49,93.92,62.72,117.34,170.84,24.985,20.98,153.36,125.41,72.76,70.86,100.19,22.8101,9.215,27.64
6/5/2020 23:30,61.06,92.49,100.03,25.331,45.61,5.97,66.77,13.4099,10.41,12.58,86.6028,155.13,93.645,62.64,116.41,170.45,24.97,20.9065,153.9,125.62,72.99,71.15,100.585,22.58,9.12,27.425
7/5/2020 0:00,61.31,92.59,100.15,25.3,45.7,6.015,66.77,13.1109,10.51,12.58,86.6101,155.66,94.01,63.04,116.91,171.175,25.11,20.918,153.33,126.56,73.22,71.05,100.95,22.5592,9.2,27.44
7/5/2020 0:30,61.43,92.71,100.08,25.37,45.83,6.01,66.6,13.142,10.55,12.58,86.62,155.99,94.01,63.01,116.55,171.1,25.035,21.04,153.12,126.83,73.1501,70.96,100.87,22.72,9.26,27.52
7/5/2020 1:00,61.34,92.69,100.2,25.34,45.7343,5.955,66.6,13.13,10.5254,12.58,86.61,156.06,93.915,62.92,116.49,170.315,25.005,21.04,152.81,126.47,73.13,70.99,100.755,22.753,9.2797,27.4511
7/5/2020 1:30,61.46,92.76,100.12,25.43,45.725,6.015,66.8899,13.21,10.6,12.6,86.62,156.07,93.9,63.05,116.79,170.65,25.145,21.1505,152.27,126.795,73.19,70.98,100.7,23.015,9.3781,27.705
7/5/2020 2:00,61.15,92.53,99.67,25.3,45.5832,5.98,66.8899,13.209,10.56,12.59,86.612,155.2,93.565,62.78,116.07,168.98,24.95,20.965,151.7,126.44,73,70.95,100.43,22.77,9.225,27.54
7/5/2020 2:30,61.24,92.53,99.72,25.29,45.5832,6.02,66.8899,13.25,10.5801,12.58,86.6136,155.33,93.27,62.83,116.13,168.77,25.12,21.04,151.47,127.04,72.87,70.75,100.24,22.98,9.28,27.815
7/5/2020 3:00,61.14,92.55,99.61,25.19,45.49,5.9684,66.8899,13.22,10.56,12.62,86.615,155.1,93.18,62.8,115.75,168.98,24.87,20.94,151.95,126.83,72.8,70.725,100.375,22.76,9.27,27.85
7/5/2020 3:30,60.81,92.03,98.99,25.03,45.42,5.93,66.4849,13.17,10.45,12.57,86.62,154.31,92.92,62.63,115.09,168.24,24.92,21.01,152.29,127.24,72.74,70.43,99.8,22.91,9.25,27.85
7/5/2020 4:00,60.87,92.03,98.91,25.03,45.42,5.93,66.4463,13.17,10.45,12.57,86.62,154.3,92.93,62.63,115.12,168.19,24.93,21,152.29,127.25,72.74,70.43,99.8,22.91,9.25,27.83
7/5/2020 21:30,61.95,93.66,99.38,25.59,46.35,6.2199,66.4463,13.235,10.79,12.75,86.61,156.785,93.595,63.4367,117.58,169.87,25.4291,21.645,152.75,131.97,73.73,71.04,100.99,23.5,9.4726,28.4
7/5/2020 22:00,61.76,93.45,99.19,25.46,46.14,6.1,66.4463,13.23,10.71,12.76,86.62,155.82,92.84,63.48,117.3,169.549,25.43,21.769,150.01,131.86,74.0302,71.05,100.22,23.53,9.51,28.23
7/5/2020 22:30,61.78,93.26,98.96,25.49,46.42,6.09,66.4463,13.34,10.75,12.695,86.64,155.89,92.82,63.73,117.95,169.99,25.575,21.97,150.31,131.71,73.74,70.95,100.47,23.78,9.5919,28.35
7/5/2020 23:00,62.09,93.52,99.2,25.53,46.3827,6.15,66.4463,13.3,10.7877,12.695,86.6608,156.66,93.585,64.025,118.49,171.38,25.73,22.05,151.45,132.31,74.47,71.84,101.04,23.82,9.635,28.49
7/5/2020 23:30,62.3,93.79,99.49,25.64,46.6901,6.1661,67.03,13.3,10.845,12.69,86.6631,157.269,93.97,64.28,118.7,172.57,25.9499,22.325,151.035,132.96,74.94,72.08,101.16,24.1,9.6738,28.7874
8/5/2020 0:00,62.27,93.782,99.56,25.58,46.92,6.1926,67.47,13.3831,10.9,12.69,86.67,157.7,93.91,64.36,118.481,171.985,26.0938,22.4399,150.79,133.312,74.62,72.08,101.005,24.3417,9.77,29.01
8/5/2020 0:30,62.02,93.765,99.72,25.56,46.5,6.135,67.355,13.27,10.815,12.68,86.6709,157.415,93.36,64.05,117.92,170.4,25.785,22.14,150.935,132.55,74.74,72.16,101.01,23.72,9.5781,28.68
8/5/2020 1:00,61.95,93.809,99.51,25.4966,46.53,6.09,67.3,13.3,10.736,12.69,86.68,156.95,93.52,64.01,117.39,170.3,25.7741,21.955,150.585,132.37,74.78,71.98,100.615,23.3058,9.535,28.49
8/5/2020 1:30,61.96,93.71,99.29,25.51,46.4411,6.075,67.3,13.21,10.6212,12.68,86.6844,156.67,93.02,63.96,117.3,170.08,26.15,22.09,150.63,132.21,74.615,72.07,100.5,23.37,9.575,28.63
8/5/2020 2:00,61.78,93.54,99.28,25.5,46.2501,6.0932,66.81,13.16,10.65,12.68,86.685,156.305,92.97,63.84,117.06,169.68,25.835,21.87,150.69,131.6,74.48,71.8599,100.17,23.11,9.4899,28.345
8/5/2020 2:30,61.61,93.53,99.29,25.4,46.19,6.019,66.82,13.05,10.5976,12.69,86.69,156.15,93.06,63.79,116.58,169.28,25.465,21.51,150.99,131.69,74.64,72,100.32,22.62,9.33,27.97
8/5/2020 3:00,61.6,93.45,99.17,25.38,46.2,6.01,66.81,13.04,10.61,12.685,86.695,156.16,92.865,63.9,116.495,169.44,25.465,21.57,150.075,131.69,74.62,71.85,100.43,22.785,9.44,28.01
8/5/2020 3:30,61.58,93.41,98.9,25.31,46.33,6.04,66.63,13,10.72,12.67,86.68,156.22,92.82,63.92,116.74,169.53,25.44,21.67,149.71,131.32,74.38,72.02,100.1,22.75,9.54,28.24
8/5/2020 4:00,61.58,93.41,98.9,25.31,46.33,6.04,66.7668,13,10.72,12.67,86.68,156.22,92.83,63.92,116.74,169.58,25.45,21.68,149.71,131.33,74.38,71.95,100.1,22.75,9.54,28.25
8/5/2020 21:30,62.84,94.09,99.42,25.92,47.365,6.2,66.7668,13.26,10.89,12.85,86.6936,158.82,93.8,65.33,120.2,173.49,26.64,22.8093,153.46,135.22,75.32,73.39,102.6,24.27,9.9719,29.1032
8/5/2020 22:00,62.68,94.37,99.43,25.87,47.66,6.23,66.7668,13.26,10.94,12.84,86.705,158.715,93.72,65.39,119.63,172.62,26.35,22.392,153.5,134.31,74.71,73.12,101.75,23.77,9.7799,28.66
8/5/2020 22:30,62.64,94.241,99.35,25.85,47.405,6.23,66.7668,13.2,10.91,12.87,86.73,158.615,94.17,65.515,119.83,173.18,26.3704,22.355,153.385,134.135,74.33,73.215,101.55,23.7883,9.79,29
8/5/2020 23:00,62.89,94.32,99.63,25.9327,47.68,6.2479,68.82,13.26,10.9698,12.88,86.71,159.23,94.44,65.79,120.16,174.235,26.605,22.5382,153.585,135.77,74.47,73.46,102.32,24.115,9.9,29.42
8/5/2020 23:30,62.83,94.56,99.625,25.89,47.78,6.25,68.82,13.26,10.885,12.86,86.705,158.99,94.305,65.87,119.93,174.19,26.54,22.39,153.99,135.87,74.5,73.57,102.41,24.0724,9.885,29.405
9/5/2020 0:00,62.75,94.54,99.7,25.92,47.7232,6.245,68.82,13.26,10.8,12.8523,86.7,158.34,94.12,65.7,119.447,173.58,26.44,22.3057,154.29,135.495,74.32,73.48,102.47,23.9,9.88,29.2149
9/5/2020 0:30,62.8,94.71,99.625,25.8648,47.855,6.2718,68.82,13.25,10.8275,12.86,86.7,158.085,94.36,65.66,120.05,173.46,26.5,22.3484,154.06,135.46,74.71,73.675,102.52,24.08,9.8799,29.34
9/5/2020 1:00,62.83,94.4,99.36,25.97,47.79,6.2899,69.1999,13.25,10.83,12.84,86.7001,158.33,94.45,65.67,120.38,173.58,26.62,22.395,153.51,135.68,74.8746,73.68,102.43,24.2979,9.8958,29.45
9/5/2020 1:30,62.735,94.18,99.21,25.9999,47.76,6.3,69.1999,13.2499,10.8001,12.74,86.6917,158.09,94.12,65.78,120.12,173.72,26.585,22.3941,153.27,135.32,74.78,73.75,102.36,24.4658,9.88,29.43
9/5/2020 2:00,62.85,94.355,99.205,26.05,47.929,6.35,69.1999,13.25,10.82,12.78,86.685,158.34,94.592,66,120.05,174.31,26.605,22.43,152.715,135.29,75.12,73.94,102.76,24.615,9.9619,29.42
9/5/2020 2:30,62.93,94.38,99.27,26.04,47.965,6.4,69.1999,13.35,10.84,12.81,86.665,158.39,94.92,66.01,120.39,174.41,26.63,22.4517,152.04,135.43,74.91,73.985,102.49,24.78,9.9881,29.55
9/5/2020 3:00,63.01,94.555,99.33,26.08,48.099,6.395,69.1999,13.35,10.84,12.8,86.65,158.52,94.65,66.015,120.12,174.36,27.045,22.7,151.53,136.06,74.82,73.87,102.835,25.19,10.075,30.04
9/5/2020 3:30,63.11,94.78,99.41,26.1,48.2,6.44,69.17,13.4,10.89,12.87,86.66,158.27,94.82,66.11,120.31,174.69,27.1887,22.71,152.76,136.62,74.83,73.8,103.25,25.42,10.14,30.05
9/5/2020 4:00,63.11,94.78,99.41,26.1,48.2,6.44,69.5015,13.4,10.89,12.87,86.66,158.26,94.83,66.11,120.44,174.75,27.2,22.72,152.76,136.63,74.83,73.8,103.25,25.42,10.14,30
11/5/2020 21:30,62.08,94.433,99.73,25.47,47.22,6.31,68.42,13.3003,10.7,12.7983,86.655,156.45,93.41,65.54,117.201,172.48,26.12,21.785,153.585,135.4,74.47,73.78,101.9,24.015,9.725,28.725
11/5/2020 22:00,62.02,94.77,99.99,25.49,47.23,6.3,68.42,13.34,10.73,12.79,86.6455,156.68,93.36,65.57,116.71,172,26.11,21.8,153.71,134.52,74.39,74.27,101.63,23.58,9.6781,28.509
11/5/2020 22:30,62.015,94.83,100.145,25.52,47.3306,6.31,68.42,13.275,10.735,12.76,86.64,156.855,93.41,65.66,117.475,172.4,26.11,21.79,153.86,134.45,73.83,74.23,101.56,23.575,9.765,28.44
11/5/2020 23:00,62.225,95.15,100.26,25.63,47.569,6.305,68.42,13.3718,10.76,12.8,86.62,157.31,94.23,65.95,118.17,173.3,26.29,21.8784,154.85,134.68,74.485,74.62,102.2,23.6799,9.82,28.5064
11/5/2020 23:30,62.23,95.16,100.31,25.68,47.8,6.37,68.42,13.42,10.8704,12.79,86.62,156.57,93.99,65.97,118.65,173.245,26.67,22.12,155.37,134.9,74.46,74.76,102.45,24.05,9.92,28.7411
12/5/2020 0:00,62.56,95.282,100.562,25.84,48.035,6.42,68.42,13.42,10.9019,12.82,86.615,157.18,94.52,66.2,119.05,173.775,26.63,22.345,155.82,135.42,74.8,75.01,102.865,24.37,10.105,28.8152
12/5/2020 0:30,62.58,95.31,100.85,25.9,47.98,6.415,68.42,13.5,10.92,12.84,86.62,156.98,94.54,66.21,118.98,174.12,26.505,22.305,156.29,135.56,74.8,74.99,103.01,24.2021,10.0565,28.855
12/5/2020 1:00,62.74,95.65,101.125,25.93,48.0901,6.39,68.42,13.5,10.9537,12.81,86.62,157.55,94.72,66.54,118.81,174.9,26.445,22.3,157.08,136.375,74.91,75.02,103.39,24.15,10.03,28.815
12/5/2020 1:30,62.6,95.68,100.898,25.92,48,6.35,68.42,13.5,10.96,12.7947,86.6199,157.19,94.54,66.47,118.51,174.74,26.35,22.225,156.725,136.39,74.8726,74.79,103.665,24.2,10,28.74
12/5/2020 2:00,62.4499,95.56,100.83,25.8,47.8606,6.33,68.42,13.46,10.86,12.785,86.615,157.15,94.365,66.12,118.01,174.64,26.3155,22.11,156.17,136.4,74.84,74.4,103.61,24.095,9.945,28.69
12/5/2020 2:30,62.555,95.794,101.135,25.8602,47.9,6.35,68.42,13.4601,10.8801,12.79,86.61,157.12,94.509,66,118.19,174.71,26.225,22.115,156.57,136.025,75.02,74.52,103.65,23.965,9.905,28.5401
12/5/2020 3:00,62.58,95.71,101.12,25.92,47.8669,6.34,68.9927,13.485,10.88,12.85,86.61,156.98,94.33,66.09,118.15,174.42,25.99,21.93,156.65,135.71,74.985,74.48,103.71,23.9,9.935,28.3982
12/5/2020 3:30,62.32,95.41,101.12,25.83,47.73,6.29,68.7347,13.51,10.85,12.84,86.63,156.69,93.92,65.91,117.54,174.06,26.08,22.02,155.75,134.2,75.08,74.4,103.2,23.97,10.1,28.36
12/5/2020 4:00,62.32,95.41,101.12,25.83,47.73,6.29,68.6423,13.51,10.85,12.84,86.63,156.85,93.91,65.91,117.56,174.06,26.09,22.01,155.75,134.2,75.08,74.4,103.2,23.97,10.1,28.36
12/5/2020 21:30,62.32,95.26,101.28,25.8,47.32,6.35,68.6423,13.65,10.94,12.766,86.63,156.26,94.945,65.65,117.76,172.489,26.295,21.93,153.7,133.952,75.14,74.83,102.16,23.855,9.9971,28.229
12/5/2020 22:00,62.13,95.3,101.23,25.76,47.2764,6.3453,68.6423,13.65,10.88,12.665,86.63,156.49,94.7,65.62,117.28,171.96,26.07,21.735,154.5,134.935,75.08,74.675,102.335,23.57,9.93,27.9648
12/5/2020 22:30,62.14,95.63,101.57,25.7301,47.5,6.29,68.6423,13.6642,10.92,12.69,86.637,156.375,94.99,65.64,117.58,171.6,25.98,21.5959,155.49,135.695,75.12,74.72,102.085,23.4407,9.8519,27.865
12/5/2020 23:00,62.14,95.61,101.64,25.76,47.41,6.3385,68.6423,13.65,10.93,12.68,86.63,156.925,94.79,65.835,117.3,171.85,25.8499,21.57,155.835,135.29,74.81,74.39,102.04,23.3947,9.86,27.73
12/5/2020 23:30,62.14,95.58,101.52,25.69,47.38,6.31,68.6423,13.71,10.935,12.69,86.6301,156.91,94.91,65.74,117.653,171.79,25.6779,21.33,156.47,135.4,74.96,74.27,102.02,23.12,9.771,27.58
13/5/2020 0:00,62,95.75,101.54,25.55,47.4,6.43,68.6423,13.76,10.96,12.69,86.635,156.965,94.85,65.69,117.65,171.75,25.58,21.305,157.25,135.8,74.96,73.89,101.99,22.99,9.705,27.465
13/5/2020 0:30,61.96,95.82,101.47,25.64,47.4,6.435,68.6423,13.79,10.99,12.6748,86.625,156.76,94.48,65.61,117.81,171.49,25.62,21.385,157.11,135.775,74.925,73.9,102.05,23.145,9.73,27.535
